ARPT_IDENT	NAV_IDENT	NAV_TYPE	NAV_CTRY	NAV_KEY_CD	NAME	AT_FLD	BEARING	DISTANCE	CYCLE_DATE
US47833	FML	2	US	1	FORT MILL	N	325.2	16.0	200605
US47833	GHJ	5	US	1	STONIA	Y			200605
US47872	RU	5	US	1	GARYS	N	346.9	7.2	200005
US47917	MIB	3	US	1	DEERING	Y			200209
US47938	JOT	2	US	1	JOLIET	N	45.1	12.4	199711
US47940	DEH	5	US	1	DECORAH	Y			199906
US47940	UKN	2	US	1	WAUKON	N	263.3	8.9	200202
US48011	IAK	5	US	1	PALATKA	N	276.5	7.5	200602
US48013	CHQ	5	US	1	CHARLESTON	Y			199706
US48013	CNG	2	US	1	CUNNINGHAM	N	245.5	27.0	200203
US48025	BAB	3	US	1	BEALE	Y			200009
US48027	EON	2	US	1	PEOTONE	N	194.3	12.1	200201
US48027	IKK	4	US	1	KANKAKEE	Y			200201
US48047	ARG	2	US	1	WALNUT RIDGE	N	358.1	8.1	199810
US48055	GWF	5	US	1	GEN WILLIAM J FOX	Y			200604
US48055	PMD	2	US	1	PALMDALE	N	297.5	10.1	200604
US48065	VC	5	US	1	FOSTR	N	125.6	5.7	200109
US48065	VCT	4	US	1	VICTORIA	N	125.9	4.3	200605
US48084	GSB	3	US	1	SEYMOUR JOHNSON	Y			200011
US48092	RRS	2	US	1	WIREGRASS	N	55.0	7.8	200609
US48122	EOS	4	US	1	NEOSHO	N	104.7	27.2	199912
US48184	CMY	5	US	1	MC COY	N	286.6	4.3	200604
US48214	DPG	5	US	1	DUGWAY	N	346.3	1.0	200105
US48214	MIJ	3	US	1	MICHAEL	Y			200105
US48270	LCQ	5	US	1	LAKE CITY	N	141.0	16.0	200605
US48285	FIT	5	US	1	FITCHBURG	Y			200311
US48285	GDM	2	US	1	GARDNER	N	103.0	13.3	200311
US48315	GQO	2	US	1	CHOO CHOO	N	201.6	17.7	200604
US48325	TUS	2	US	1	TUCSON	N	308.2	32.5	199909
US48330	JST	2	US	1	JOHNSTOWN	Y			200001
US48339	AQ	5	US	1	KOOKY	N	299.0	5.8	200501
US48339	AT	5	US	2	GAMIE	N	29.0	6.4	200501
US48339	OSH	2	US	1	OSHKOSH	N	8.3	16.1	200501
US48418	HMV	2	US	1	HOLSTON MOUNTAIN	N	96.3	34.3	200109
US48418	JU	5	US	2	ASHEE	N	275.5	4.7	199909
US48508	JEN	2	US	1	GLEN ROSE	N	56.6	25.4	200001
US48552	DI	5	US	1	NOSON	N	320.4	7.5	199905
US48552	DIK	2	US	1	DICKINSON	N	187.1	3.9	199905
US48560	AR	5	US	2	ARMIN	N	228.0	5.6	200510
US48560	PV	5	US	1	RENCH	N	46.5	6.4	200510
US48560	PVD	2	US	1	PROVIDENCE	Y			200510
US48577	PGY	2	US	1	POGGI	N	168.5	2.3	200313
US48609	LVZ	2	US	1	WILKES-BARRE	N	132.2	16.2	200609
US48637	SB	5	US	3	COLBE	N	318.5	6.2	200005
US48637	SBY	2	US	1	SALISBURY	Y			200107
US48640	LIN	2	US	1	LINDEN	N	334.2	25.1	200304
US48644	TTE	4	US	1	TULE	N	96.0	31.3	200005
US48649	GTC	5	US	1	GUYANDOT	N	258.0	17.7	200104
US48678	MEF	5	US	1	MEDFORD	N	150.9	1.1	200502
US48678	MF	5	US	3	PUMIE	N	142.6	4.9	200502
US48678	OED	2	US	1	ROGUE VALLEY	N	148.2	6.6	200502
US48709	AEL	4	US	1	ALBERT LEA	Y			200404
US48731	AZC	5	US	1	COLORADO CITY	Y			199811
US48731	OZN	4	US	1	ST GEORGE	N	90.3	28.8	200407
US48733	COO	5	US	1	COVINGTON	Y			199809
US48797	BKW	2	US	1	BECKLEY	Y			200309
US48802	RDU	2	US	1	RALEIGH-DURHAM	N	113.3	17.5	200110
US48804	CRL	2	US	1	CARLETON	N	31.9	10.9	200503
US48804	DM	5	US	1	SPENC	N	266.2	6.7	200503
US48804	DT	5	US	1	REVUP	N	32.2	6.5	200503
US48804	DXO	4	US	2	DETROIT	Y			200503
US48811	HRL	4	US	1	HARLINGEN	N	291.7	28.4	200405
US48843	PHK	2	US	1	PAHOKEE	N	196.0	12.5	200605
US48883	PDZ	2	US	1	PARADISE	N	13.4	14.2	200109
US48895	PPF	5	US	1	PARSONS	Y			200402
US48923	AM	5	US	1	PICNY	N	5.6	6.9	200513
US48923	PIE	2	US	1	ST. PETERSBURG	N	62.2	9.0	200605
US48923	TP	5	US	1	COSME	N	187.5	6.6	199910
US49053	FAH	4	US	1	FALLS	Y			200609
US49053	HE	5	US	1	SHEBB	N	218.8	5.8	200609
US49059	PPA	5	US	1	PAMPA	N	134.8	31.0	200604
US49116	OZN	4	US	1	ST GEORGE	N	63.8	14.0	199813
US49133	BCE	2	US	1	BRYCE CANYON	N	318.3	36.9	200006
US49133	CDC	4	US	1	CEDAR CITY	N	21.3	32.4	200006
US49138	RND	2	US	1	RANDOLPH	N	72.9	19.9	200602
US49160	MML	4	US	1	MARSHALL	Y			200603
US49189	RLY	4	US	1	WORLAND	Y			199908
US49206	MFS	5	US	1	HORSESHOE BAY RESORT	N	162.2	18.3	200006
US49210	HML	2	US	1	HUMBOLDT	N	307.3	6.6	200302
US49220	POY	5	US	1	POWELL	Y			200313
US49252	BIH	4	US	1	BISHOP	N	152.0	34.6	200604
US49259	FFO	3	US	1	PATTERSON	N	208.4	23.2	200009
US49266	JKS	4	US	1	JACKS CREEK	N	343.4	3.3	200005
US49282	FBR	4	US	1	FORT BRIDGER	N	333.4	27.4	200411
US49292	VIS	4	US	1	VISALIA	N	184.7	16.8	200206
US49331	GRI	2	US	1	GRAND ISLAND	N	103.2	15.5	200305
US49344	FAR	2	US	1	FARGO	N	64.5	22.1	200404
US49392	CZX	5	US	1	CROSBYTON	N	191.5	25.7	200604
US49416	LTJ	4	US	1	KLICKITAT	N	241.5	18.5	199907
US49443	FXU	2	US	1	POLK	N	156.3	4.2	200606
US49443	GUV	5	US	1	GATOR	N	337.7	1.1	200309
US49463	EIL	3	US	1	EIELSON	Y			200412
US49477	SHB	2	US	1	SHELBYVILLE	N	167.2	3.1	200609
US49528	PEQ	4	US	1	PECOS	N	139.1	6.2	200306
US49543	MLU	2	US	1	MONROE	N	100.7	28.0	200013
US49556	HIB	4	US	1	HIBBING	N	311.7	7.5	199902
US49568	MHA	5	US	1	MANITOWISH	Y			200108
US49572	LF	5	US	2	FLUFY	N	73.3	4.0	200603
US49572	LFK	2	US	1	LUFKIN	N	334.6	4.6	200313
US49622	FAK	2	US	1	FLAT ROCK	N	221.6	24.5	200211
US49699	BWP	5	US	1	BRECKENRIDGE-WAHPETON	Y			200403
US49720	FUZ	2	US	1	RANGER	N	282.7	16.5	200604
US49778	PTW	2	US	1	POTTSTOWN	N	21.2	1.0	200304
US49804	VEL	4	US	1	VERNAL	N	335.9	3.8	200110
US49826	BOI	2	US	1	BOISE	N	302.6	23.4	199906
US49857	ABQ	2	US	1	ALBUQUERQUE	N	359.2	6.2	200009
US49857	AE	5	US	1	DUDLE	N	212.3	5.9	199809
US49873	MHP	5	US	1	METTER	Y			200511
US49876	LLC	2	US	1	LOVELOCK	N	155.5	3.6	200310
US49904	DTL	4	US	1	DETROIT LAKES	Y			200513
US50032	JPU	2	US	1	PARKERSBURG	N	215.1	6.5	200303
US50032	PK	5	US	3	VERSI	N	28.8	5.9	200303
US50080	OW	5	US	1	STOGE	N	350.5	4.7	200401
US50130	MA	5	US	1	FARLY	N	113.4	6.9	200605
US50130	MAF	2	US	1	MIDLAND	N	177.4	4.0	200312
US50155	GR	5	US	5	FAMIS	N	63.2	5.4	200108
US50155	GRB	2	US	1	GREEN BAY	N	148.9	5.0	199813
US50155	SG	5	US	1	DEPRE	N	4.2	5.2	199813
US50214	FSD	2	US	1	SIOUX FALLS	N	176.0	11.6	199613
US50227	ABI	2	US	1	ABILENE	N	54.6	33.4	200402
US50248	PXN	2	US	1	PANOCHE	N	68.1	19.8	200512
US50297	DBX	5	US	1	MORRISON	N	182.9	1.7	200010
US50320	HAB	2	US	1	HAMILTON	N	92.9	34.2	200510
US50325	CR	5	US	2	CALAB	N	234.8	6.4	199909
US50325	CRE	2	US	1	GRAND STRAND	Y			200103
US50348	OZW	5	US	1	HOWELL	Y			200605
US50365	UMB	5	US	1	CULVR	N	276.7	4.1	200308
US50407	GTH	2	US	1	GUTHRIE	N	117.7	33.2	200504
US50416	JAS	5	US	1	JASPER	N	158.1	19.4	200205
US50423	ADM	2	US	1	ARDMORE	N	51.0	9.6	200513
US50423	AI	5	US	2	ADDMO	N	317.5	5.6	200604
US50520	JB	5	US	1	JIGEL	N	53.4	5.5	200106
US50520	LBT	1	US	1	LUMBERTON	Y			200605
US50520	RSY	5	US	1	ROBESON	Y			200106
US50532	VHP	2	US	1	BRICKYARD	N	77.8	3.5	200311
US50565	CSB	5	US	1	HARRY STRUNK	Y			199903
US50589	JES	5	US	1	SLOVER	Y			200603
US50595	AHN	2	US	2	ATHENS	N	156.0	22.9	200607
US50595	VV	5	US	2	JUNNE	N	248.9	6.6	200508
US50608	HPB	4	US	1	HOOPER BAY	Y			200610
US50609	JEN	2	US	1	GLEN ROSE	N	138.8	7.3	200105
US50611	ADM	2	US	1	ARDMORE	N	349.0	30.0	199901
US50611	PVJ	5	US	1	PAULS VALLEY	Y			200604
US50618	SWR	4	US	1	SQUAW VALLEY	N	98.6	26.5	200309
US50686	TXO	2	US	1	TEXICO	N	71.9	26.0	200313
US50692	RPB	5	US	1	REPUBLICAN	Y			199913
US50709	DNJ	2	US	1	DONNELLY	N	134.5	18.3	199906
US50716	THJ	5	US	1	TALLAHALA	N	352.1	16.1	200608
US50726	PRO	5	US	1	PERRY	Y			199612
US50734	CKB	4	US	1	CLARKSBURG	N	43.7	3.2	200004
US50788	IFM	1	US	1	TIFT MYERS	N	134.7	18.7	200603
US50813	AP	5	US	2	FELPS	N	7.0	7.0	199706
US50813	APN	2	US	1	ALPENA	Y			200108
US50867	ARM	5	US	1	WHARTON	Y			200602
US50867	ELA	4	US	1	EAGLE LAKE	N	152.7	25.9	200304
US50909	FOT	2	US	1	FORTUNA	N	130.0	8.4	200201
US50911	PHG	5	US	1	PHILLIPSBURG	N	316.4	2.2	200103
US51009	CTK	5	US	1	CANTON	Y			199805
US51032	GIJ	2	US	1	GIPPER	N	183.1	3.6	200213
US51032	SB	5	US	2	MISHA	N	276.3	4.4	200213
US51051	ACO	4	US	1	AKRON	N	277.3	25.6	200511
US51057	RPD	4	US	1	RICE LAKE	N	137.1	8.9	200206
US51064	VWV	4	US	1	WATERVILLE	N	52.0	9.8	200004
US51106	NGS	3	US	1	SANTA ROSA	Y			200006
US51110	BOD	5	US	1	BOWMAN	Y			199809
US51140	GXU	2	US	1	MC GUIRE	Y			200608
US51203	BUF	4	US	1	BUFFALO	N	63.4	9.1	200202
US51204	EDW	2	US	1	EDWARDS	N	260.8	6.4	200106
US51223	PGD	1	US	1	PUNTA GORDA	Y			200610
US51225	FMG	2	US	1	MUSTANG	N	283.1	36.6	200311
US51227	PRB	2	US	1	PASO ROBLES	Y			199705
US51247	ILA	2	US	1	WILLIAMS	N	358.1	6.7	200111
US51273	CWK	2	US	1	CENTEX	N	15.6	12.5	200310
US51286	CFY	5	US	1	EVANS	Y			199813
US51308	IGB	2	US	1	BIGBEE	N	229.8	34.3	200602
US51308	LMS	5	US	1	LOUISVILLE	Y			200509
US51333	EPH	2	US	1	EPHRATA	N	306.9	36.1	200310
US51360	SNS	2	US	1	SALINAS	Y			200505
US51360	UAD	5	US	1	CHUALAR	N	314.0	12.1	200505
US51391	LQR	5	US	1	LARNED	Y			200302
US51402	TUS	2	US	1	TUCSON	N	180.1	15.4	199909
US51500	RF	5	US	1	GILMY	N	1.9	4.8	199811
US51500	RFD	4	US	1	ROCKFORD	N	112.8	4.9	199803
US51550	JX	5	US	1	JAKSO	N	236.0	5.4	199705
US51550	JXN	4	US	1	JACKSON	Y			199705
US51551	BFE	5	US	1	BROWNFIELD	Y			200604
US51597	GCV	2	US	1	GREENE COUNTY	N	341.9	33.7	200508
US51611	MAP	2	US	1	MAPLES	N	168.3	36.0	200201
US51611	MNF	5	US	1	MOUNTAIN VIEW	Y			199701
US51612	NKT	3	US	1	CHERRY POINT	Y			200501
US51636	BDD	5	US	1	BELLGRADE	N	225.4	7.1	200609
US51636	CNG	2	US	1	CUNNINGHAM	N	46.0	4.4	200609
US51654	FOT	2	US	1	FORTUNA	N	132.1	40.0	200102
US51687	ADM	2	US	1	ARDMORE	N	143.8	4.5	199901
US51695	IRW	2	US	1	WILL ROGERS	N	144.6	14.0	199810
US51735	CVA	2	US	1	DAVENPORT	N	219.1	7.5	200303
US51735	DV	5	US	1	AUNEY	N	149.1	5.9	200111
US51793	ELP	2	US	1	EL PASO	N	146.2	6.2	200402
US51821	GBN	2	US	1	GILA BEND	N	195.0	4.7	199702
US51859	UIN	2	US	1	QUINCY	N	169.5	28.8	200109
US51862	PHP	4	US	1	PHILIP	N	253.8	25.8	200206
US51914	BTY	2	US	1	BEATTY	N	32.9	27.6	199813
US51925	GEP	2	US	1	GOPHER	N	84.0	6.9	199706
US51983	JUY	5	US	1	JUDD	Y			200609
US51983	UIA	1	US	1	ANDALUSIA	Y			200609
US52043	LMS	5	US	1	LOUISVILLE	N	318.7	12.8	200509
US52076	TBC	2	US	1	TUBA CITY	N	240.0	5.8	199904
US52084	CDC	4	US	1	CEDAR CITY	N	56.4	12.7	199904
US52085	EEX	5	US	1	EMANUEL CO	N	134.7	5.4	200607
US52113	SAC	2	US	1	SACRAMENTO	N	284.2	16.5	200102
US52117	LEE	5	US	1	LEESBURG	Y			200606
US52135	EOS	4	US	1	NEOSHO	N	222.6	20.3	200210
US52137	EPM	5	US	1	EASTPORT	Y			199811
US52164	CDS	2	US	1	CHILDRESS	N	32.7	27.7	200105
US52217	ARV	5	US	1	ARBOR VITAE	Y			199804
US52219	GLR	4	US	1	GAYLORD	N	320.1	16.9	200204
US52339	MRJ	5	US	1	MINERAL POINT	Y			200302
US52357	AG	5	US	1	BUSHE	N	349.9	5.0	200601
US52357	EMR	5	US	1	EMORY	N	163.7	5.8	200601
US52357	IRQ	2	US	1	COLLIERS	N	157.8	22.5	200601
US52394	CDS	2	US	1	CHILDRESS	N	324.2	25.2	200002
US52396	ISN	2	US	1	WILLISTON	N	125.4	6.3	200014
US52396	SF	5	US	2	YUSON	N	291.5	6.2	200014
US52488	MLB	4	US	1	MELBOURNE	N	160.0	9.5	199901
US52491	BMI	4	US	1	BLOOMINGTON	Y			200507
US52491	LH	5	US	2	EGROW	N	200.7	5.3	200507
US52507	GSO	2	US	1	GREENSBORO	N	228.3	22.5	200010
US52599	LCY	5	US	1	LOGAN COUNTY	Y			200102
US52611	LI	5	US	1	LASKY	N	46.2	5.4	200509
US52611	LIT	2	US	1	LITTLE ROCK	N	323.4	3.8	200509
US52651	OKK	2	US	1	KOKOMO	N	345.4	16.0	199913
US52655	AOC	5	US	2	ARCO	Y			200410
US52696	HUO	4	US	1	HUGUENOT	N	41.4	12.8	200413
US52755	INA	4	US	1	WINNEMUCCA	Y			200208
US52775	FDK	1	US	1	FREDERICK	Y			200005
US52843	EY	5	US	1	CHESI	N	47.3	4.9	200302
US52843	ORF	2	US	1	NORFOLK	N	210.2	14.7	200302
US52846	MAP	2	US	1	MAPLES	N	186.5	36.9	200203
US52901	ITH	4	US	1	ITHACA	N	72.0	12.3	199703
US52911	FLM	4	US	1	FALMOUTH	N	60.1	24.4	200305
US52937	BGR	2	US	1	BANGOR	N	69.7	10.8	200305
US52937	OLD	5	US	1	OLD TOWN	N	228.0	3.7	199706
US52950	IGN	4	US	1	KINGSTON	N	246.7	16.0	200005
US52950	SW	5	US	1	NEELY	N	92.3	5.7	199908
US53043	HQT	5	US	1	HARNETT	N	230.2	4.2	200609
US53048	BNA	2	US	1	NASHVILLE	N	44.9	19.6	200505
US53112	CVY	5	US	1	CAVALRY	N	289.6	2.5	200309
US53120	BDE	4	US	1	BAUDETTE	Y			200302
US53154	ACT	2	US	1	WACO	N	292.3	17.8	200006
US53170	SXD	5	US	1	SPRINGFIELD	N	49.6	5.4	199711
US53202	OKK	2	US	1	KOKOMO	N	199.3	22.2	200112
US53206	GAG	2	US	1	GAGE	N	286.3	13.2	200210
US53211	PQN	7	US	1	PIPESTONE	Y			199906
US53214	EWO	4	US	1	NEW HOPE	N	289.1	12.3	200513
US53228	DAN	1	US	1	DANVILLE	Y			200011
US53321	FKN	2	US	1	FRANKLIN	N	110.5	5.3	200211
US53323	CME	2	US	1	CHISUM	N	259.1	28.1	200106
US53436	IE	5	US	1	CAMPI	N	343.0	4.8	199705
US53460	ES	5	US	2	PIKLE	N	94.1	5.5	200111
US53460	ESC	4	US	1	ESCANABA	Y			200009
US53466	SA	5	US	1	EXECC	N	16.0	4.5	199701
US53466	SAC	2	US	1	SACRAMENTO	N	17.9	5.0	200005
US53479	LWV	4	US	1	LAWRENCEVILLE	Y			200607
US53553	NOG	3	US	1	ORANGE GROVE	N	262.8	29.6	200102
US53558	LSA	5	US	1	LAMESA	Y			200604
US53682	ACE	5	US	1	KACHEMAK	Y			200109
US53682	HOM	4	US	1	HOMER	N	165.0	3.9	200605
US53719	PS	5	US	1	DUNEZ	N	208.8	6.2	200608
US53719	PSC	4	US	1	PASCO	Y			200608
US53734	TXO	2	US	1	TEXICO	N	143.5	21.0	200313
US53754	VXV	2	US	1	VOLUNTEER	N	20.8	3.7	200305
US53834	CRP	2	US	1	CORPUS CHRISTI	N	141.1	15.0	200005
US53834	NGP	2	US	1	TRUAX	Y			200005
US53839	AHH	5	US	1	AMERON	Y			199713
US53840	ROD	2	US	1	ROSEWOOD	N	130.4	16.2	200301
US53867	BHN	5	US	1	BUCKHORN	N	324.7	3.2	200206
US53867	MAP	2	US	1	MAPLES	N	297.0	19.0	200206
US53867	TBN	1	US	1	FORNEY	Y			200206
US53886	DOB	3	US	1	DOBBINS	Y			200109
US53886	PDK	4	US	1	PEACHTREE	N	284.4	11.1	200606
US53911	CRG	2	US	1	CRAIG	N	154.7	6.6	200609
US53931	SKN	5	US	1	HURRICANE	Y			200104
US53960	DUC	4	US	1	DUNCAN	N	331.6	5.6	200109
US54010	CNQ	5	US	1	CALLAHAN	N	74.2	9.5	200212
US54010	ODR	1	US	1	WOODRUM	Y			200212
US54010	ROA	2	US	1	ROANOKE	N	111.3	4.7	200212
US54010	VIT	5	US	1	VINTON	N	336.5	8.5	200212
US54066	SKA	3	US	1	FAIRCHILD	Y			200011
US54088	HTL	4	US	1	HOUGHTON LAKE	Y			199810
US54113	IRW	2	US	1	WILL ROGERS	N	301.2	13.1	200601
US54203	SJC	4	US	1	SAN JOSE	N	121.4	24.2	200306
US54221	SKY	4	US	1	SANDUSKY	N	164.7	12.3	200506
US54235	OS	5	US	4	POBER	N	2.6	6.6	200204
US54235	OSH	2	US	1	OSHKOSH	Y			200204
US54270	PCU	4	US	1	PICAYUNE	N	335.1	16.6	200608
US54279	SOW	5	US	1	SHOW LOW	N	323.0	12.3	200206
US54287	HRV	2	US	1	HARVEY	N	352.8	11.6	200403
US54301	GGG	2	US	1	GREGG CO	N	70.9	23.4	200313
US54316	BYP	2	US	1	BONHAM	N	174.9	30.0	200402
US54316	MII	5	US	1	CADDO MILLS	Y			200209
US54320	MGW	2	US	1	MORGANTOWN	N	342.2	5.8	200307
US54362	UIN	2	US	1	QUINCY	N	233.5	24.4	200203
US54377	TUL	2	US	1	TULSA	N	221.3	13.4	200309
US54393	CMA	4	US	1	CAMARILLO	Y			200604
US54438	PWE	2	US	1	PAWNEE CITY	N	2.0	12.0	200112
US54442	RBE	5	US	1	ROCK CO	Y			199813
US54468	GY	5	US	2	GARIE	N	307.1	4.7	200005
US54552	VIS	4	US	1	VISALIA	N	134.7	14.7	200312
US54639	HTN	5	US	1	HORTON	N	54.4	2.4	200113
US54639	MLS	2	US	1	MILES CITY	N	33.7	3.9	200113
US54644	PAM	3	US	1	TYNDALL	Y			200608
US54644	PFN	2	US	1	PANAMA CITY	N	150.5	10.4	200608
US54714	CEP	5	US	1	CAPITAN	N	246.1	6.7	199805
US54761	SPA	2	US	1	SPARTANBURG	N	151.8	25.1	200602
US54761	UOT	5	US	1	UNION COUNTY	Y			200602
US54787	JCT	2	US	1	JUNCTION	N	143.6	5.9	200405
US54808	LIN	2	US	1	LINDEN	N	58.6	17.4	200010
US54847	DER	5	US	1	ALEXANDER CITY	N	0.6	2.1	200606
US54857	EZY	5	US	1	ELK CITY	Y			200604
US54871	MYV	4	US	1	MARYSVILLE	N	252.6	6.7	200201
US54914	ACH	2	US	1	ANTON CHICO	N	108.3	22.2	200006
US54930	HMQ	5	US	1	HOMER	Y			200609
US54932	LOZ	2	US	1	LONDON	N	27.3	3.2	200603
US54940	DVC	2	US	1	DOVE CREEK	N	279.9	21.2	200404
US54941	FL	5	US	1	JIFFY	N	179.0	5.9	200409
US54941	TTT	4	US	1	MAVERICK	N	359.3	1.7	200409
US54969	JOT	2	US	1	JOLIET	N	214.0	8.5	200201
US54973	GEE	4	US	1	GENESEO	N	310.8	22.5	199903
US54973	ROC	2	US	1	ROCHESTER	N	265.4	22.4	199903
US55040	FWC	5	US	1	WAYNE COUNTY	Y			199802
US55063	MLB	4	US	1	MELBOURNE	Y			200209
US55063	SQT	5	US	1	SATELLITE	N	86.2	3.0	200606
US55079	ELW	2	US	1	ELECTRIC CITY	N	184.6	19.5	200606
US55152	CVV	4	US	1	PENN COVE	N	113.3	5.0	199811
US55155	OIN	5	US	1	OBERLIN	Y			200305
US55258	DDC	2	US	1	DODGE CITY	N	153.2	5.6	200510
US55262	LB	5	US	1	PANCK	N	350.8	4.8	200608
US55262	LBL	2	US	1	LIBERAL	Y			200608
US55270	CRG	2	US	1	CRAIG	Y			200507
US55271	AV	5	US	1	BARTY	N	45.0	4.4	200301
US55271	CYE	5	US	1	CRYSTAL LAKE	N	44.9	9.1	200301
US55271	LVZ	2	US	1	WILKES-BARRE	N	351.2	4.2	200306
US55274	THX	2	US	1	THREE RIVERS	N	234.3	12.9	200305
US55352	END	2	US	1	VANCE	N	328.6	25.9	200109
US55439	HOB	2	US	1	HOBBS	N	35.8	29.6	200503
US55471	OXI	4	US	1	KNOX	Y			200202
US55495	PHO	5	US	1	POINT HOPE	Y			200202
US55499	AKO	4	US	1	AKRON	N	280.4	19.6	200313
US55578	SSF	1	US	1	STINSON	N	333.9	4.9	200605
US55650	TCM	2	US	1	MCCHORD	Y			200605
US55680	SSM	4	US	1	SAULT STE MARIE	N	338.5	4.6	200502
US55695	BHU	5	US	1	BENJE	N	235.1	8.5	199908
US55700	CWK	2	US	1	CENTEX	N	207.5	13.2	200308
US55700	GF	5	US	4	BIRDY	N	168.1	5.6	200308
US55711	IWA	2	US	1	WILLIE	Y			200606
US55727	APE	2	US	1	APPLETON	N	224.5	25.6	200109
US55727	DD	5	US	1	COBBS	N	51.4	6.0	200109
US55727	LC	5	US	2	PICKL	N	232.9	5.8	200109
US55727	LCK	3	US	1	RICKENBACKER	Y			200109
US55797	EV	5	US	1	VICCI	N	221.4	6.9	200511
US55797	PXV	2	US	1	POCKET CITY	N	56.1	12.7	200607
US55822	GLD	2	US	1	GOODLAND	N	339.7	22.9	200309
US55823	SAW	4	US	1	SAWYER	Y			200311
US55823	SO	5	US	1	SUOMI	N	13.2	5.6	200311
US55834	TY	5	US	2	BENFI	N	45.9	5.9	200606
US55834	VXV	2	US	1	VOLUNTEER	N	225.5	7.4	200305
US55874	PXR	2	US	1	PHOENIX	N	327.8	16.3	199812
US55988	SWR	4	US	1	SQUAW VALLEY	N	270.3	21.3	200213
US56024	CS	5	US	1	FENIX	N	56.5	6.5	200104
US56024	CSG	2	US	1	COLUMBUS	N	148.9	7.1	200005
US56061	HTO	2	US	1	HAMPTON	N	65.0	3.8	199810
US56076	PPI	5	US	1	HOPEY	N	254.0	4.0	199706
US56077	OVO	5	US	1	NORTH VERNON	Y			199807
US56105	ILM	2	US	1	WILMINGTON	N	210.3	27.2	200113
US56191	GLR	4	US	1	GAYLORD	Y			200210
US56234	DLH	2	US	1	DULUTH	N	146.2	8.1	200305
US56234	SUW	5	US	1	BONG	Y			199811
US56244	BTL	2	US	1	BATTLE CREEK	N	106.8	13.7	200604
US56288	GRN	5	US	1	GORDON	Y			199813
US56290	STS	4	US	1	SANTA ROSA	Y			200005
US56337	LOZ	2	US	1	LONDON	N	147.5	31.0	200007
US56370	EWC	2	US	1	ELLWOOD CITY	N	130.2	2.7	200001
US56376	ONL	2	US	1	O'NEILL	N	279.6	16.5	200102
US56460	MYS	1	US	1	MYSTIC	N	236.2	11.4	200204
US56523	AZQ	4	US	1	HAZARD	N	78.2	34.8	200209
US56559	SL	5	US	1	FLORY	N	351.7	6.6	200404
US56559	SLN	2	US	1	SALINA	N	184.8	8.2	200404
US56628	SAC	2	US	1	SACRAMENTO	N	280.2	12.3	200312
US56628	TZZ	1	US	1	TRAVIS	N	348.8	11.3	200602
US56650	AKQ	5	US	1	WAKEFIELD	Y			200212
US56650	FKN	2	US	1	FRANKLIN	N	12.0	16.4	200212
US56724	CAE	2	US	1	COLUMBIA	N	0.6	27.6	200103
US56724	FDW	5	US	1	WINNSBORO	Y			200103
US56730	AWM	5	US	1	WEST MEMPHIS	Y			199810
US56730	GQE	4	US	1	GILMORE	N	135.6	17.4	199904
US56776	OWC	5	US	1	COFFEE COUNTY	N	41.7	5.4	200605
US56795	CHE	4	US	1	HAYDEN	N	248.0	10.0	199706
US56850	VAN	2	US	1	VANCE	N	196.2	17.0	199903
US56855	ECA	2	US	1	MANTECA	N	196.4	11.1	200506
US56869	UBC	5	US	1	BALLINGER	Y			200311
US56873	AM	5	US	1	PICNY	N	57.6	6.1	200513
US56873	TPF	5	US	1	KNIGHT	Y			200513
US56900	RZC	2	US	1	RAZORBACK	N	317.9	7.6	199909
US56931	SNS	2	US	1	SALINAS	N	28.8	17.9	200504
US56955	STI	5	US	1	STURGEON	N	273.2	3.3	199901
US57008	GRK	4	US	1	GRAY	N	31.9	8.1	200311
US57008	HLR	5	US	1	HOOD	Y			199902
US57008	IL	5	US	2	IRESH	N	357.2	6.9	200605
US57013	RBW	5	US	1	WALTERBORO	Y			200608
US57018	OSH	2	US	1	OSHKOSH	N	100.4	19.4	200109
US57035	CSX	4	US	1	CARDINAL	Y			200604
US57035	ST	5	US	1	ZUMAY	N	241.5	4.9	200604
US57035	STL	2	US	1	ST LOUIS	N	142.1	8.5	200604
US57154	CYR	5	US	1	CAIDY	Y			200502
US57184	RNB	5	US	1	RAINBOW	N	148.1	4.2	199908
US57184	VCN	2	US	1	CEDAR LAKE	N	215.7	11.3	200505
US57200	RA	5	US	1	RANCH	N	322.9	5.4	200203
US57200	RAP	2	US	1	RAPID CITY	N	325.4	4.6	200203
US57225	SHP	3	US	1	SHEPPARD	Y			200302
US57225	SP	5	US	2	SHAWN	N	338.3	5.0	200513
US57225	SPS	2	US	1	WICHITA FALLS	N	82.8	5.1	200313
US57227	JCT	2	US	1	JUNCTION	N	352.1	20.1	200209
US57234	CVG	2	US	1	CINCINNATI	N	73.2	14.3	200304
US57234	LUK	5	US	1	CINCINNATI	N	232.1	4.9	200304
US57234	MDE	5	US	1	MADEIRA	N	202.4	7.7	200513
US57261	ACV	4	US	1	ARCATA	Y			200509
US57261	CV	5	US	1	ABETA	Y			200505
US57300	AT	5	US	1	CATTA	N	100.0	5.7	200605
US57300	ATL	2	US	2	ATLANTA	Y			200605
US57300	BR	5	US	1	REDAN	N	269.1	5.9	200605
US57367	ICT	2	US	1	WICHITA	N	104.4	16.9	200301
US57382	UKW	2	US	1	BOWIE	N	215.7	24.6	200501
