ARPT_IDENT	PROC	TRM_IDENT	RWY_ID	OCC_NO	ICAO	DESIG	KNOTS	RATE_DESC	ALT	FTNOTE	CYCLE_DATE
BR46398	2	VATAP1	28	10	SBSV	1	60	00505	00400	400-1600m auth in lieu of Min Climb Rate	199908
BR46398	2	VATAP2	28	10	SBSV	1	60	00465	00400	400-1600m auth in lieu of Min Climb Rate	199908
BU63283	2	BALK1A BALIK1A	09	10	LBWN	2	60	00335	02900	If unable to comply advise ATC when requesting startup clearence.	200313
BU63283	2	BALK1E BALIK1E	27	10	LBWN	2	60	00275	01700		200313
BU63283	2	BALK1V BALIK1V	09	10	LBWN	2	60	00335	06000	If unable to comply advise ATC when requesting startup clearence.	200313
BU63283	2	KOTV1A KOTEV1A	09	10	LBWN	2	60	00335	02900	If unable to comply advise ATC when requesting startup clearence.	200313
BU63283	2	SUMN1A SUMEN1A	09	10	LBWN	2	60	00335	02900	If unable to comply advise ATC when requesting startup clearence.	200313
BU63283	2	SUNB1A SUNIB1A	09	10	LBWN	2	60	00335	02900	If unable to comply advise ATC when requesting startup clearence.	200313
BU63283	2	TOTK1A TOTKA1A	09	10	LBWN	2	60	00335	02900	If unable to comply advise ATC when requesting startup clearence.	200313
BU63283	2	TTKA1E TOTKA1E	27	10	LBWN	2	60	00305	04100		200313
CA29802	3	N23    NDB RW23	23	10	CYHZ	1	60	00250	02200	*Missed Approach climb rate to 2200.	200509
CI14186	2	PUMOL1	36	10	SCDA	1	60	00350	03400	Minimum climb rate to 3400	200408
CI48882	2	ANGOD7 ANGOD 7 RW17L/R	17L	10	SCEL	1	60	00330	04000	From DEP to 4000.	200608
CI48882	2	ANGOD7 ANGOD 7 RW17L/R	17L	20	SCEL	1	60	00300	10000	From 4000 until passing 28 DME from AMB VOR/DME.	200608
CI48882	2	ANGOD7 ANGOD 7 RW17L/R	17R	10	SCEL	1	60	00330	04000	From DEP to 4000.	200608
CI48882	2	ANGOD7 ANGOD 7 RW17L/R	17R	20	SCEL	1	60	00300	10000	From 4000 until passing 28 DME from AMB VOR/DME.	200608
CI48882	2	LEYDA5 LEYDA 5 RW17L/R	17L	10	SCEL	1	60	00330	04000	From DEP to 4000.	200608
CI48882	2	LEYDA5 LEYDA 5 RW17L/R	17L	20	SCEL	1	60	00300	10000	From 4000 until passing 28 DME from AMB VOR/DME.	200608
CI48882	2	LEYDA5 LEYDA 5 RW17L/R	17R	10	SCEL	1	60	00330	04000	From DEP to 4000.	200608
CI48882	2	LEYDA5 LEYDA 5 RW17L/R	17R	20	SCEL	1	60	00300	10000	From 4000 until passing 28 DME from AMB VOR/DME.	200608
CI48882	2	NEBEG6 NEBEG 6 RW35L/R	35L	10	SCEL	1	60	00330	17000		200604
CI48882	2	NEBEG6 NEBEG 6 RW35L/R	35R	10	SCEL	1	60	00330	17000		200604
CI48882	2	SUPRA7	17L	10	SCEL	1	60	00350	16000	Minimum Climb Rate to SUPRA	200602
CI48882	2	SUPRA7	17R	10	SCEL	1	60	00350	16000	Minimum Climb Rate to SUPRA	200602
CI48882	2	TABON8 TABON 8 RW35L/R	35L	10	SCEL	1	60	00320	10000		200604
CI48882	2	TABON8 TABON 8 RW35L/R	35R	10	SCEL	1	60	00320	10000		200604
CI58565	2	LAPO1  LAPOR 1 RW19	19	10	SCFA	1	60	00250	11000		200303
CI58565	2	MORE5  MOREK 5 RW19	19	10	SCFA	1	60	00300	05000		200303
CI92286	2	KARAK2 KARAK 2 RW35	35	10	SCTE	1	60	00220	01000		200602
CI92286	2	MUTIK2 MUTIK 2 RW35	35	10	SCTE	1	60	00220	01000		200602
CO31549	2	LETIC1 LETICIA 1	03	10	SKLT	2	60	00300	03000	ATC Climb Rate	200602
CO48660	2	CART1  CARTAGENA 1	01	10	SKCG	2	60	00310	09000	ATC Climb Rate to 9000.	200208
CS89598	3	D07    VORDME RW07	07	10	MROC	1	60	00300	07000	CAUTION: Missed Approach Minimum Climb Rate to 7000.	200402
CS89598	3	I07    ILS/DME RW07	07	10	MROC	1	60	00320	07000	*CAUTION: Missed Approach Minimum Climb Rate to 7000. Controlling Obsta	200610
CY61643	2	DAR1D  DAROS1D	04	10	LCLK	1	60	00290	04300	DAROS 1D to 4300	200402
CY61643	2	DAR1E  DAROS1E	22	10	LCLK	1	60	00365	04500		200402
CY61643	2	DAR1E  DAROS1E	22	20	LCLK	2	60	00250	08000	From 4500 to 8000.	200402
CY61643	2	NRDI1D NORDI 1D	04	10	LCLK	1	60	00290	04300		200402
CY76674	2	RW28	28	10	LCRA	2	60	00350	00500		200412
DJ77758	3	I27-L  L-ILS DME ABI RW27	27	10	HDAM	2	60	00260	01300	Missed Approach minimum climb rate to 1300.  Controlling obstacle unkno	200604
DJ77758	3	N27    L RW27	27	10	HDAM	1	60	00300	01400		200305
DR80429	2	AVRES4	17	10	MDSD	2	60	00290	04000		200406
DR80429	2	AVRES4	35	10	MDSD	2	60	00260	04000		200406
DR80429	2	DELPO4	17	10	MDSD	2	60	00290	04000		200406
DR80429	2	DELPO4	35	10	MDSD	2	60	00260	04000		200406
DR80429	2	KARIB4	17	10	MDSD	2	60	00290	04000		200406
DR80429	2	KARIB4	35	10	MDSD	2	60	00260	04000		200406
DR80429	2	KERSO1	17	10	MDSD	2	60	00250	04000		200406
DR80429	2	KERSO1	35	10	MDSD	2	60	00280	04000		200308
DR80429	2	MIROX3	17	10	MDSD	2	60	00290	04000		200406
DR80429	2	MIROX3	35	10	MDSD	2	60	00260	04000		200308
EC23140	2	3C	15	10	SECO	2	60	00250	04500	ATC Climb Rate to 4500.	200311
EC44993	2	RW17   5	17	10	SEQU	1	60	00290	12700		200212
EC44993	2	RW35   3	35	10	SEQU	1	60	00270	13000	to 13000.	200111
EC44993	2	RW35   3	35	20	SEQU	1	60	00230	16000	ZUI NDB to QIT VOR/DME	200111
EC46154	2	1B	13	10	SESA	2	60	00240	01200		200003
EC46154	2	1B	13	20	SESA	2	60	00405	02400		200003
EC46154	2	2C	13	10	SESA	2	60	00155	00400		200003
EC46154	2	3C	26	10	SESA	2	60	00200	01000		200003
EC46154	2	3C	26	20	SESA	2	60	00320	03000		200003
EC72049	2	RW03   SID 5 RW03	03	10	SEGU	1	60	00230	00300		200606
EC73296	3	I23-2  DES 2 VORDME-ILS RW23	23	10	SECU	1	60	00250	15000	*CAUTION: Missed Approach Minimum Climb Rate to 15000.	200604
EC73296	3	I23-3  DES 3 NDB-ILSDME RW23	23	10	SECU	1	60	00250	15000		200602
EC83844	2	1B	18	10	SELT	2	60	00230	09550		200004
EC83844	2	2B	18	10	SELT	2	60	00230	09550		200004
EC84949	2	RW19	19	10	SEAM	2	60	00270	11900		200509
EI25196	2	RW05AB RW05 (CATAB)	05	10	EIME	1	60	00365	02800	Aircraft unable to comply with minimum climb gradient, advise ATC	200503
EI25196	2	RW05CD RW05 (CATCD)	05	10	EIME	1	60	00365	02800	Aircraft unable to comply with minimum climb gradient, advise ATC	200503
EI25196	2	RW11AB RW11 (CATAB)	11	10	EIME	1	60	00365	03000	Aircraft unable to comply with minimum climb gradient, advise ATC	200503
EI25196	2	RW11CD RW11 (CATCD)	11	10	EIME	1	60	00365	03000	Aircraft unable to comply with minimum climb gradient, advise ATC	200503
EI25196	2	RW23AB RW23 (CATAB)	23	10	EIME	1	60	00502	02800	Aircraft unable to comply with minimum climb gradient, advise ATC	200503
EI25196	2	RW23CD RW23 (CATCD)	23	10	EIME	1	60	00502	02800	Aircraft unable to comply with minimum climb gradient, advise ATC	200503
EI25196	2	RW29AB RW29 (CATAB)	29	10	EIME	1	60	00365	02800	Aircraft unable to comply with minimum climb gradient, advise ATC	200503
EI25196	2	RW29CD RW29 (CATCD)	29	10	EIME	1	60	00365	02800	Aircraft unable to comply with minimum climb gradient, advise ATC	200503
EI25196	3	D23    VORDME RW23	23	10	EIME	1	60	00250	01500	CAUTION:  Missed Approach climb rate.	200503
EI25196	3	D23    VORDME RW23	23	20	EIME	2	60	00305	02800	CAUTION: Missed Approach climb rate.	200503
EI25196	3	D29    VORDME RW29	29	10	EIME	1	60	00250	01500	CAUTION:   Missed Approach climb rate.	200503
EI25196	3	D29    VORDME RW29	29	20	EIME	2	60	00305	02800	CAUTION:  Missed Approach climb rate.	200503
EI51794	2	RW10   SID10(CATCD)	10	10	EIDW	2	60	00560	05000	BOYNE 1E, GELKI 2E, LIFFY 2E, RANAR 1E.	200605
EI51794	2	RW10   SID10(CATCD)	10	20	EIDW	2	60	00560	08000	BEPAN 2E, OLONO 1E, PESIT 1E.	200605
EI51794	2	RW16   SID16(CATCD)	16	10	EIDW	2	60	00560	05000	RANAR 2M, RANAR 3M, BOYNE 1M, GELKI 1M, LIFFY 1M.	200605
EI51794	2	RW16   SID16(CATCD)	16	20	EIDW	2	60	00560	08000	BEPAN 2M, OLONO 1M, PESIT 1M.	200605
EI51794	2	RW28   SID28(CATCD)	28	10	EIDW	2	60	00560	05000	RANAR 1A, BOYNE 1A, GELKI 2A, LIFFY 2A.	200605
EI51794	2	RW28   SID28(CATCD)	28	20	EIDW	2	60	00560	08000	BEPAN 3A, OLONO 1A, PELIG 1A, PESIT 1A.	200605
EI62625	3	I06    ILS/DME RW06	06	10	EINN	2	60	00280	03500	CAUTION: ATC Minimum climb Rate to 3500	200104
EN09201	2	BAL4D  BALTI4D	08	10	EETN	1	60	00220	00500		200412
EN09201	2	BIR2D  BIRSI2D	08	10	EETN	1	60	00220	00500		200412
EN09201	2	EES3D  EESTI3D	08	10	EETN	1	60	00220	00500		200412
EN09201	2	GON1D  GONOS1D	08	10	EETN	1	60	00220	00500		200412
EN09201	2	KEM2D  KEMET2D	08	10	EETN	1	60	00220	00500		200412
EN09201	2	MOH1D  MOHNI1D	08	10	EETN	1	60	00220	00500	Power lines 1.5 nm from Rwy 08.	200412
EN09201	2	OSM2D  OSMUR2D	08	10	EETN	1	60	00220	00500		200412
EN09201	2	VAD2D  VADAN2D	08	10	EETN	1	60	00220	00500		200412
ES49264	2	SEDRO	07	10	MSLP	2	60	00240	10000	ATC Climb Rate To 10,000.	200311
ES49264	2	SEDRO	25	10	MSLP	2	60	00210	10000	ATC Climb Rate To 10,000.	200311
ES76339	2	ILOPA  ILOPANGO	15	10	MSSS	1	60	00380	03900		200003
ES76339	2	ILOPA  ILOPANGO	33	10	MSSS	1	60	00390	02300		200507
ES76339	2	ILOPA  ILOPANGO	33	20	MSSS	2	60	00380	08000	2300 to 8000	200507
EZ36746	2	HDO9F	24	10	LKPR	2	60	00304	05000		200405
EZ36746	2	HDO9G	31	10	LKPR	2	60	00304	05000		200405
EZ36746	2	HDO9J	06	10	LKPR	2	60	00395	05000		200101
EZ36746	2	HOL9J  HOLAN9J	06	10	LKPR	2	60	00395	05000		200101
EZ36746	2	HOLA9F HOLAN 9F	24	10	LKPR	2	60	00304	05000		200405
EZ36746	2	HOLA9G HOLAN 9G	31	10	LKPR	2	60	00304	05000		200405
EZ36746	2	RAK1J	06	10	LKPR	2	60	00395	05000		200512
EZ36746	2	RAK9F	24	10	LKPR	2	60	00304	05000		200405
EZ36746	2	RAK9G	31	10	LKPR	2	60	00304	05000		200405
EZ36746	2	VLM3J	06	10	LKPR	2	60	00395	05000		200301
EZ36746	2	VOZ1F	24	10	LKPR	2	60	00304	05000		200513
EZ36746	2	VOZ1G	31	10	LKPR	2	60	00304	05000		200513
EZ36746	2	VOZ2J	06	10	LKPR	2	60	00395	05000		200210
FI76763	2	RW04R  RW 04R PROP	04R	10	EFHK	2	60	00310	04000		200609
FI76763	2	RW15	15	10	EFHK	2	60	00310	04000	ALL SIDS require 5.0% climb gradient until 4000.	200609
FO63425	3	L31    LLZDME RW31	31	10	EKVG	1	60	00200	03700	**CAUTION: Missed Approach Minimum Climb Rate to 3700.	200201
FR12055	2	EVX1	07	10	LFPC	2	60	00335	15000		200604
FR12055	2	EVX1	25	10	LFPC	2	60	00335	15000		200604
FR12055	2	MTD1	07	10	LFPC	2	60	00335	15000		200604
FR12055	2	MTD1	25	10	LFPC	2	60	00335	15000		200604
FR28167	2	ARE4W	26L	10	LFRB	2	60	00456	04000		200309
FR28167	2	DIN4X	26L	10	LFRB	2	60	00456	04000		200309
FR28167	2	QPR4W	26L	10	LFRB	2	60	00456	04000		200309
FR31622	2	E21    E RNAV RW21(1J-1M)	21	10	LFPB	1	60	00290	15000		200607
FR31622	2	EAST07 E RNAV RW07(1J-1M)	07	10	LFPB	1	60	00340	15000		200604
FR31622	2	EAST09 E RNAV RW09(1J-1M)	09	10	LFPB	1	60	00260	15000		200604
FR31622	2	EAST21 E RNAV RW21(1C-1F)	21	10	LFPB	1	60	00290	15000		200607
FR31622	2	EAST25 E RNAV RW25(1C-1F)	25	10	LFPB	1	60	00410	01000		200604
FR31622	2	W21    W RNAV RW21(1C-1F)	21	10	LFPB	1	60	00290	15000		200604
FR31622	2	WEST07 W RNAV RW07(1J-1M)	07	10	LFPB	1	60	00340	15000		200604
FR31622	2	WEST09 W RNAV RW09(1J-1M)	09	10	LFPB	1	60	00260	15000		200604
FR31622	2	WEST21 W RNAV RW21(1J-1M)	21	10	LFPB	1	60	00290	01500		200604
FR31622	2	WEST25 W RNAV RW25(1C-1F)	25	10	LFPB	1	60	00410	01000		200604
FR38979	2	CGC3A	23	10	LFBD	2	60	00335	06000	ATC Climb Rate	199908
FR38979	2	CGC3B	05	10	LFBD	2	60	00410	06000	ATC Climb Rate	200304
FR38979	2	CGC3E	11	10	LFBD	1	60	00270	00500	400-1 ceiling and vis authorized in lieu of min climb rate.	200202
FR38979	2	CGC3E	11	20	LFBD	2	60	00305	06000		200304
FR38979	2	CGC3W	29	10	LFBD	2	60	00529	06000	ATC Minimum Climb Rate	199908
FR38979	2	ENSA3A ENSAC3A	23	10	LFBD	2	60	00335	06000	ATC Climb Rate	199908
FR38979	2	ENSA3B ENSAC3B	05	10	LFBD	2	60	00440	06000	ATC Climb Rate	200304
FR38979	2	ENSA3E ENSAC3E	11	10	LFBD	1	60	00270	00500	400-1 ceining and vis authorized in lieu of min climb rate.	200202
FR38979	2	ENSA3E ENSAC3E	11	20	LFBD	2	60	00335	06000		200304
FR38979	2	ENSA3W ENSAC3W	29	10	LFBD	2	60	00335	06000	ATC Minimum Climb Rate	200304
FR38979	2	ROYA3A ROYAN3A	23	10	LFBD	2	60	00305	06000	ATC Climb Rate	199908
FR38979	2	ROYA3E ROYAN3E	11	10	LFBD	2	60	00305	06000	ATC Minimum Climb Rate	200304
FR38979	2	ROYA3E ROYAN3E	11	20	LFBD	1	60	00270	00500	400-1 ceiling and vis authorized in lieu of min climb rate.	200202
FR38979	2	ROYA3W ROYAN3W	29	10	LFBD	2	60	00305	06000	ATC Minimum Climb Rate	200304
FR38979	2	SAU3A	23	10	LFBD	2	60	00410	06000	ATC Climb Rate	199908
FR38979	2	SAU3A	23	20	LFBD	2	60	00490	06000	SAU3A to 5000 during glider operations	200009
FR38979	2	SAU3B	05	10	LFBD	2	60	00440	06000	ATC Climb Rate	200304
FR38979	2	SAU3B	05	20	LFBD	2	60	00490	05000	ATC climb rate to 5000 during glider operations	200304
FR38979	2	SAU3E	11	10	LFBD	2	60	00365	11000	ATC Minimum Climb Rate	200202
FR38979	2	SAU3E	11	20	LFBD	1	60	00270	00500	400-1 ceiling and vis authorized in lieu of min climb rate.	200202
FR38979	2	SAU3E	11	30	LFBD	2	60	00445	05000	During glider ops.	200202
FR38979	2	SAU3W	29	10	LFBD	2	60	00273	06000	ATC Minimum Climb Rate	199908
FR38979	2	SAU3W	29	20	LFBD	2	60	00365	05000	During glider ops.	200202
FR38979	2	SAU3Z	05	10	LFBD	2	60	00490	05000	ATC Climb Rate to 5000 during glider operations.	200304
FR64510	2	AGOP1N AGOPA 1N	27	10	LFPV	2	60	00305	15000	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	AGOP1R AGOPA 1R	27	10	LFPV	2	60	00305	15000	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	AGOP1U AGOPA 1U	09	10	LFPV	2	60	00490	03000	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	AGOP1U AGOPA 1U	09	20	LFPV	2	60	00340	15000	3000 to FL150, If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	AGOP1W AGOPA 1W	09	10	LFPV	2	60	00490	03000	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	AGOP1W AGOPA 1W	09	20	LFPV	2	60	00340	15000	3000 to FL150. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	AMOG1N AMOGA 1N	27	10	LFPV	1	60	00310	00900	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	AMOG1N AMOGA 1N	27	20	LFPV	2	60	00430	03000	900 to 3000. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	AMOG1N AMOGA 1N	27	30	LFPV	2	60	00340	15000	3000 to FL150. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	AMOG1R AMOGA 1R	27	10	LFPV	1	60	00310	00900	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	AMOG1R AMOGA 1R	27	20	LFPV	2	60	00430	03000	900 to 3000. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	AMOG1R AMOGA 1R	27	30	LFPV	2	60	00340	15000	3000 to FL150. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	AMOG1W AMOGA 1W	09	10	LFPV	2	60	00490	03000	If unable to maintain gradients, notify ATC on start-up.	200504
FR64510	2	AMOG1W AMOGA 1W	09	20	LFPV	2	60	00340	15000	3000 to FL150. If unable to maintain gradients, notify ATC on start-up.	200504
FR64510	2	BUBL1N BUBLI1N	27	10	LFPV	1	60	00310	00900	If unable to maintain gradients, notify ATC on start-up.	200504
FR64510	2	BUBL1N BUBLI1N	27	20	LFPV	2	60	00430	03000	900 to 3000. If unable to maintain gradients, notify ATC on start-up.	200504
FR64510	2	BUBL1N BUBLI1N	27	30	LFPV	2	60	00340	15000	3000 to FL150. If unable to maintain gradients, notify ATC on start-up.	200504
FR64510	2	BUBL1R BUBLI1R	27	10	LFPV	1	60	00310	00900	If unable to maintain gradients, notify ATC on start-up.	200504
FR64510	2	BUBL1R BUBLI1R	27	20	LFPV	2	60	00430	03000	900 to 3000. If unable to maintain gradients, notify ATC on start-up.	200504
FR64510	2	BUBL1R BUBLI1R	27	30	LFPV	2	60	00340	15000	3000 to FL150. If unable to maintain gradients, notify ATC on start-up.	200504
FR64510	2	BUBL1U BUBLI 1U	09	10	LFPV	2	60	00490	03000	If unable to maintain gradients, notify ATC on start-up.	200504
FR64510	2	BUBL1U BUBLI 1U	09	20	LFPV	2	60	00340	15000	3000 to FL150. If unable to maintain gradients, notify ATC on start-up.	200504
FR64510	2	BUBL1W BUBLI 1W	09	10	LFPV	2	60	00490	03000	If unable to maintain gradients, notify ATC on start-up.	200505
FR64510	2	BUBL1W BUBLI 1W	09	20	LFPV	2	60	00340	15000	3000 to FL150. If unable to maintain gradients, notify ATC on start-up.	200505
FR64510	2	DORD1N DORDI 1N	27	10	LFPV	2	60	00305	00150	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	DORD1R DORDI 1R	27	10	LFPV	2	60	00305	00150	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	DORD1U DORDI 1U	09	10	LFPV	2	60	00430	03000	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	DORD1U DORDI 1U	09	20	LFPV	2	60	00340	15000	3000 to 15000. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	DORD1W DORDI 1W	09	10	LFPV	2	60	00430	03000	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	DORD1W DORDI 1W	09	20	LFPV	2	60	00340	15000	3000 to 15000. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	ERIX1N ERIXU 1N	27	10	LFPV	2	60	00305	15000	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	ERIX1R ERIXU 1R	27	10	LFPV	2	60	00305	00150	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	ERIX1U ERIXU 1U	09	10	LFPV	2	60	00490	03000	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	ERIX1U ERIXU 1U	09	20	LFPV	2	60	00340	15000	3000 to 15000. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	ERIX1W ERIXU 1W	09	10	LFPV	2	60	00490	03000	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	ERIX1W ERIXU 1W	09	20	LFPV	2	60	00340	15000	3000 to 15000. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	EVX1N	27	10	LFPV	2	60	00430	03000	900 to 3000.If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	EVX1N	27	20	LFPV	2	60	00340	15000	3000 to FL150. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	EVX1N	27	30	LFPV	1	60	00310	00900	If unable to maintain gradients, notify ATC on start-up.	200504
FR64510	2	EVX1R	27	10	LFPV	2	60	00430	03000	900 to 3000. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	EVX1R	27	20	LFPV	2	60	00340	15000	3000 to FL150. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	EVX1R	27	30	LFPV	1	60	00310	00900	If unable to maintain gradients, notify ATC on start-up.	200505
FR64510	2	EVX1U	09	10	LFPV	1	60	00490	03000	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	EVX1U	09	20	LFPV	2	60	00340	15000	3000 to FL150. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	EVX1W	09	10	LFPV	1	60	00490	03000	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	EVX1W	09	20	LFPV	2	60	00340	15000	3000 to FL150. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	LATR1N LATRA 1N	27	10	LFPV	2	60	00305	15000	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	LATR1R LATRA 1R	27	10	LFPV	2	60	00305	15000	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	LATR1U LATRA 1U	09	10	LFPV	2	60	00490	03000	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	LATR1U LATRA 1U	09	20	LFPV	2	60	00340	15000	3000 to 15000. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	LATR1W LATRA 1W	09	10	LFPV	2	60	00490	03000	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	LATR1W LATRA 1W	09	20	LFPV	2	60	00340	15000	3000 to 15000. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	LGL1N	27	10	LFPV	2	60	00430	03000	900 to 3000. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	LGL1N	27	20	LFPV	2	60	00340	15000	3000 to FL150.If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	LGL1N	27	30	LFPV	1	60	00310	00900	If unable to maintain gradients, notify ATC on start-up.	200504
FR64510	2	LGL1R	27	10	LFPV	2	60	00430	03000	900 to 3000. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	LGL1R	27	20	LFPV	2	60	00340	15000	3000 to FL150. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	LGL1R	27	30	LFPV	1	60	00310	00900	If unable to maintain gradients, notify ATC on start-up.	200505
FR64510	2	LGL1U	09	10	LFPV	1	60	00490	03000	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	LGL1U	09	20	LFPV	2	60	00340	15000	3000 to FL150. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	LGL1W	09	10	LFPV	1	60	00490	03000	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	LGL1W	09	20	LFPV	2	60	00340	15000	3000 to FL150. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	MONO1N MONOT 1N	27	10	LFPV	2	60	00305	00150	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	MONO1R MONOT 1R	27	10	LFPV	2	60	00305	00150	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	MONO1U MONOT 1U	09	10	LFPV	2	60	00490	03000	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	MONO1U MONOT 1U	09	20	LFPV	2	60	00340	15000	3000 to 15000. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	MONO1W MONOT 1W	09	10	LFPV	2	60	00490	03000	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	MONO1W MONOT 1W	09	20	LFPV	2	60	00340	15000	3000 to 15000. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	NIPO1N NIPOR 1N	27	10	LFPV	1	60	00310	00900	If unable to maintain gradients, notify ATC on start-up.	200504
FR64510	2	NIPO1N NIPOR 1N	27	20	LFPV	2	60	00430	03000	900 to 3000. If unable to maintain gradients, notify ATC on start-up.	200504
FR64510	2	NIPO1N NIPOR 1N	27	30	LFPV	2	60	00340	15000	3000 to FL150. If unable to maintain gradients, notify ATC on start-up.	200504
FR64510	2	NIPO1R NIPOR 1R	27	10	LFPV	1	60	00310	00900	If unable to maintain gradients, notify ATC on start-up.	200504
FR64510	2	NIPO1R NIPOR 1R	27	20	LFPV	2	60	00430	03000	900 to 3000. If unable to maintain gradients, notify ATC on start-up.	200504
FR64510	2	NIPO1R NIPOR 1R	27	30	LFPV	2	60	00340	15000	3000 to FL150. If unable to maintain gradients, notify ATC on start-up.	200504
FR64510	2	NIPO1U NIPOR 1U	09	10	LFPV	2	60	00490	03000	If unable to maintain gradients, notify ATC on start-up.	200504
FR64510	2	NIPO1U NIPOR 1U	09	20	LFPV	2	60	00340	15000	3000 to FL150. If unable to maintain gradients, notify ATC on start-up.	200504
FR64510	2	NIPO1W NIPOR 1W	09	10	LFPV	2	60	00490	03000	If unable to maintain gradients, notify ATC on start-up.	200505
FR64510	2	NIPO1W NIPOR 1W	09	20	LFPV	2	60	00340	15000	3000 to FL150. If unable to maintain gradients, notify ATC on start-up.	200505
FR64510	2	NURM1N NURMO 1N	27	10	LFPV	1	60	00310	00900	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	NURM1N NURMO 1N	27	20	LFPV	2	60	00430	03000	900 to 3000. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	NURM1N NURMO 1N	27	30	LFPV	2	60	00340	15000	3000 to FL150. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	NURM1R NURMO 1R	27	10	LFPV	1	60	00310	00900	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	NURM1R NURMO 1R	27	20	LFPV	2	60	00430	03000	900 to 3000. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	NURM1R NURMO 1R	27	30	LFPV	2	60	00340	15000	3000 to FL150. If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	NURM1W NURMO 1W	09	10	LFPV	2	60	00490	03000	If unable to maintain gradients, notify ATC on start-up.	200504
FR64510	2	NURM1W NURMO 1W	09	20	LFPV	2	60	00340	15000	3000 to FL150. If unable to maintain gradients, notify ATC on start-up.	200504
FR64510	2	OKAS1N OKASI 1N	27	10	LFPV	2	60	00305	15000	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	OKAS1R OKASI 1R	27	10	LFPV	2	60	00305	15000	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	OKAS1U OKASI 1U	09	10	LFPV	2	60	00490	03000	If unable to maintain gradients, notify ATC on start-up.	200607
FR64510	2	OKAS1U OKASI 1U	09	20	LFPV	2	60	00340	15000	3000 to 15000. If unable to maintain gradients, notify ATC on start-up.	200607
