ARF_IDENT	DIRECTION	SEG_NBR	ICAO	SHAP	DERIVATION	WGS_LAT1	WGS_DLAT1	WGS_LONG1	WGS_DLONG1	WGS_LAT2	WGS_DLAT2	WGS_LONG2	WGS_DLONG2	WGS_LAT0	WGS_DLAT0	WGS_LONG0	WGS_DLONG0	RADIUS1	RADIUS2	BEARING1	BEARING2	NAV_IDENT	NAV_TYPE	NAV_CTRY	NAV_KEY_CD	CYCLE_DATE
AR608		00010	KZBW	H		N41250000	41.416667	W069300000	-69.500000	N41210000	41.350000	W068273000	-68.458333													200011
AR608		00020	KZBW	H		N41210000	41.350000	W068273000	-68.458333	N41520000	41.866667	W067000000	-67.000000													200011
AR608		00030	KZBW	H		N41520000	41.866667	W067000000	-67.000000	N42380000	42.633333	W067000000	-67.000000													200011
AR608		00040	KZBW	H		N42380000	42.633333	W067000000	-67.000000	N42200000	42.333333	W068150000	-68.250000													200011
AR608		00050	KZBW	H		N42200000	42.333333	W068150000	-68.250000	N42080000	42.133333	W068300000	-68.500000													200011
AR608		00060	KZBW	H		N42080000	42.133333	W068300000	-68.500000	N41480000	41.800000	W069300000	-69.500000													200011
AR608		00070	KZBW	H		N41480000	41.800000	W069300000	-69.500000	N41250000	41.416667	W069300000	-69.500000													200011
AR609		00010	KZBW	H		N43260000	43.433333	W074060000	-74.100000	N43240000	43.400000	W074220000	-74.366667													200011
AR609		00020	KZBW	H		N43240000	43.400000	W074220000	-74.366667	N43210000	43.350000	W076040000	-76.066667													200011
AR609		00030	KZBW	H		N43210000	43.350000	W076040000	-76.066667	N43450000	43.750000	W076020000	-76.033333													200011
AR609		00040	KZBW	H		N43450000	43.750000	W076020000	-76.033333	N43510000	43.850000	W075580000	-75.966667													200011
AR609		00050	KZBW	H		N43510000	43.850000	W075580000	-75.966667	N43540000	43.900000	W075470000	-75.783333													200011
AR609		00060	KZBW	H		N43540000	43.900000	W075470000	-75.783333	N43533000	43.891667	W074092100	-74.155833													200011
AR609		00070	KZBW	H		N43533000	43.891667	W074092100	-74.155833	N43260000	43.433333	W074060000	-74.100000													200011
AR610A		00010	KZLC	H		N45013000	45.025000	W112154200	-112.261667	N45260000	45.433333	W111540000	-111.900000													200011
AR610A		00020	KZLC	H		N45260000	45.433333	W111540000	-111.900000	N46103000	46.175000	W113373000	-113.625000													200011
AR610A		00030	KZLC	H		N46103000	46.175000	W113373000	-113.625000	N45465400	45.781667	W113580000	-113.966667													200011
AR610A		00040	KZLC	H		N45465400	45.781667	W113580000	-113.966667	N45013000	45.025000	W112154200	-112.261667													200011
AR610B		00010	KZLC	H		N45013000	45.025000	W112154200	-112.261667	N45260000	45.433333	W111540000	-111.900000													200011
AR610B		00020	KZLC	H		N45260000	45.433333	W111540000	-111.900000	N46103000	46.175000	W113373000	-113.625000													200011
AR610B		00030	KZLC	H		N46103000	46.175000	W113373000	-113.625000	N45465400	45.781667	W113580000	-113.966667													200011
AR610B		00040	KZLC	H		N45465400	45.781667	W113580000	-113.966667	N45013000	45.025000	W112154200	-112.261667													200011
AR611A		00010	KZLC	H		N40410000	40.683333	W117190000	-117.316667	N41250000	41.416667	W118540000	-118.900000													200011
AR611A		00020	KZLC	H		N41250000	41.416667	W118540000	-118.900000	N41500000	41.833333	W118350000	-118.583333													200011
AR611A		00030	KZLC	H		N41500000	41.833333	W118350000	-118.583333	N41060000	41.100000	W116580000	-116.966667													200011
AR611A		00040	KZLC	H		N41060000	41.100000	W116580000	-116.966667	N40410000	40.683333	W117190000	-117.316667													200011
AR611B		00010	KZLC	H		N40410000	40.683333	W117190000	-117.316667	N41250000	41.416667	W118540000	-118.900000													200011
AR611B		00020	KZLC	H		N41250000	41.416667	W118540000	-118.900000	N41500000	41.833333	W118350000	-118.583333													200011
AR611B		00030	KZLC	H		N41500000	41.833333	W118350000	-118.583333	N41060000	41.100000	W116580000	-116.966667													200011
AR611B		00040	KZLC	H		N41060000	41.100000	W116580000	-116.966667	N40410000	40.683333	W117190000	-117.316667													200011
AR613		00010	KZAB	H		N32300000	32.500000	W109440000	-109.733333	N32543000	32.908333	W109340000	-109.566667													200011
AR613		00020	KZAB	H		N32543000	32.908333	W109340000	-109.566667	N34000000	34.000000	W109340000	-109.566667													200011
AR613		00030	KZAB	H		N34000000	34.000000	W109340000	-109.566667	N34000000	34.000000	W108480000	-108.800000													200011
AR613		00040	KZAB	H		N34000000	34.000000	W108480000	-108.800000	N33540000	33.900000	W108480000	-108.800000													200011
AR613		00050	KZAB	H		N33540000	33.900000	W108480000	-108.800000	N33290000	33.483333	W108070000	-108.116667													200011
AR613		00060	KZAB	H		N33290000	33.483333	W108070000	-108.116667	N32281500	32.470833	W109190000	-109.316667													200011
AR613		00070	KZAB	H		N32281500	32.470833	W109190000	-109.316667	N32300000	32.500000	W109440000	-109.733333													200011
AR614		00010	KZHU	H		N29440000	29.733333	W099320000	-99.533333	N29300000	29.500000	W099320000	-99.533333													200011
AR614		00020	KZHU	H		N29300000	29.500000	W099320000	-99.533333	N28413000	28.691667	W099160000	-99.266667													200011
AR614		00030	KZHU	H		N28413000	28.691667	W099160000	-99.266667	N28313000	28.525000	W099080000	-99.133333													200011
AR614		00040	KZHU	H		N28313000	28.525000	W099080000	-99.133333	N28370000	28.616667	W098453000	-98.758333													200011
AR614		00050	KZHU	H		N28370000	28.616667	W098453000	-98.758333	N28483000	28.808333	W098443000	-98.741667													200011
AR614		00060	KZHU	H		N28483000	28.808333	W098443000	-98.741667	N29380000	29.633333	W099003000	-99.008333													200011
AR614		00070	KZHU	H		N29380000	29.633333	W099003000	-99.008333	N29500000	29.833333	W099090000	-99.150000													200011
AR614		00080	KZHU	H		N29500000	29.833333	W099090000	-99.150000	N29440000	29.733333	W099320000	-99.533333													200011
AR615		00010	KZHU	H		N31140000	31.233333	W092120000	-92.200000	N31060000	31.100000	W091530000	-91.883333													200011
AR615		00020	KZHU	H		N31060000	31.100000	W091530000	-91.883333	N30590000	30.983333	W091070000	-91.116667													200011
AR615		00030	KZHU	H		N30590000	30.983333	W091070000	-91.116667	N31020000	31.033333	W090470000	-90.783333													200011
AR615		00040	KZHU	H		N31020000	31.033333	W090470000	-90.783333	N31190000	31.316667	W090430000	-90.716667													200011
AR615		00050	KZHU	H		N31190000	31.316667	W090430000	-90.716667	N31270000	31.450000	W091020000	-91.033333													200011
AR615		00060	KZHU	H		N31270000	31.450000	W091020000	-91.033333	N31340000	31.566667	W091480000	-91.800000													200011
AR615		00070	KZHU	H		N31340000	31.566667	W091480000	-91.800000	N31310000	31.516667	W092090000	-92.150000													200011
AR615		00080	KZHU	H		N31310000	31.516667	W092090000	-92.150000	N31140000	31.233333	W092120000	-92.200000													200011
AR616A		00010	KZBW	H		N43443000	43.741667	W069210000	-69.350000	N44170000	44.283333	W067350000	-67.583333													200011
AR616A		00020	KZBW	H		N44170000	44.283333	W067350000	-67.583333	N43500000	43.833333	W067190000	-67.316667													200011
AR616A		00030	KZBW	H		N43500000	43.833333	W067190000	-67.316667	N43173000	43.291667	W069060000	-69.100000													200011
AR616A		00040	KZBW	H		N43173000	43.291667	W069060000	-69.100000	N43443000	43.741667	W069210000	-69.350000													200011
AR616B		00010	KZBW	H		N43443000	43.741667	W069210000	-69.350000	N44170000	44.283333	W067350000	-67.583333													200011
AR616B		00020	KZBW	H		N44170000	44.283333	W067350000	-67.583333	N43500000	43.833333	W067190000	-67.316667													200011
AR616B		00030	KZBW	H		N43500000	43.833333	W067190000	-67.316667	N43173000	43.291667	W069060000	-69.100000													200011
AR616B		00040	KZBW	H		N43173000	43.291667	W069060000	-69.100000	N43443000	43.741667	W069210000	-69.350000													200011
AR617		00010	KZMA	H		N24550000	24.916667	W080150000	-80.250000	N25213000	25.358333	W080253000	-80.425000													200011
AR617		00020	KZMA	H		N25213000	25.358333	W080253000	-80.425000	N24540000	24.900000	W081520000	-81.866667													200011
AR617		00030	KZMA	H		N24540000	24.900000	W081520000	-81.866667	N24273000	24.458333	W081420000	-81.700000													200011
AR617		00040	KZMA	H		N24273000	24.458333	W081420000	-81.700000	N24550000	24.916667	W080150000	-80.250000													200011
AR618		00010	KZMA	H		N26100000	26.166667	W082000000	-82.000000	N26100000	26.166667	W083360000	-83.600000													200011
AR618		00020	KZMA	H		N26100000	26.166667	W083360000	-83.600000	N25420000	25.700000	W083360000	-83.600000													200011
AR618		00030	KZMA	H		N25420000	25.700000	W083360000	-83.600000	N25460000	25.766667	W082000000	-82.000000													200011
AR618		00040	KZMA	H		N25460000	25.766667	W082000000	-82.000000	N26100000	26.166667	W082000000	-82.000000													200011
AR619		00010	KZMP	H		N48550000	48.916667	W100150000	-100.250000	N48550000	48.916667	W098100000	-98.166667													200011
AR619		00020	KZMP	H		N48550000	48.916667	W098100000	-98.166667	N48080000	48.133333	W098100000	-98.166667													200011
AR619		00030	KZMP	H		N48080000	48.133333	W098100000	-98.166667	N48170000	48.283333	W100150000	-100.250000													200011
AR619		00040	KZMP	H		N48170000	48.283333	W100150000	-100.250000	N48550000	48.916667	W100150000	-100.250000													200011
AR620		00010	KZMA	H		N27543000	27.908333	W082033000	-82.058333	N27014500	27.029167	W081350000	-81.583333													200011
AR620		00020	KZMA	H		N27014500	27.029167	W081350000	-81.583333	N27140000	27.233333	W081063000	-81.108333													200011
AR620		00030	KZMA	H		N27140000	27.233333	W081063000	-81.108333	N28070000	28.116667	W081350000	-81.583333													200011
AR620		00040	KZMA	H		N28070000	28.116667	W081350000	-81.583333	N27543000	27.908333	W082033000	-82.058333													200011
AR621		00010	KZOA	H		N38213000	38.358333	W123340000	-123.566667	N38490000	38.816667	W125150000	-125.250000													200011
AR621		00020	KZOA	H		N38490000	38.816667	W125150000	-125.250000	N38220000	38.366667	W125260000	-125.433333													200011
AR621		00030	KZOA	H		N38220000	38.366667	W125260000	-125.433333	N37543000	37.908333	W123460000	-123.766667													200011
AR621		00040	KZOA	H		N37543000	37.908333	W123460000	-123.766667	N38213000	38.358333	W123340000	-123.566667													200011
AR623		00010	KZAB	H		N35520000	35.866667	W102320000	-102.533333	N35570000	35.950000	W102360000	-102.600000													200011
AR623		00020	KZAB	H		N35570000	35.950000	W102360000	-102.600000	N36010000	36.016667	W102420000	-102.700000													200011
AR623		00030	KZAB	H		N36010000	36.016667	W102420000	-102.700000	N36040000	36.066667	W102490000	-102.816667													200011
AR623		00040	KZAB	H		N36040000	36.066667	W102490000	-102.816667	N36410000	36.683333	W105250000	-105.416667													200011
AR623		00050	KZAB	H		N36410000	36.683333	W105250000	-105.416667	N36420000	36.700000	W105330000	-105.550000													200011
AR623		00060	KZAB	H		N36420000	36.700000	W105330000	-105.550000	N36420000	36.700000	W105410000	-105.683333													200011
AR623		00070	KZAB	H		N36420000	36.700000	W105410000	-105.683333	N36390000	36.650000	W105480000	-105.800000													200011
AR623		00080	KZAB	H		N36390000	36.650000	W105480000	-105.800000	N36230000	36.383333	W105530000	-105.883333													200011
AR623		00090	KZAB	H		N36230000	36.383333	W105530000	-105.883333	N36190000	36.316667	W105480000	-105.800000													200011
AR623		00100	KZAB	H		N36190000	36.316667	W105480000	-105.800000	N36150000	36.250000	W105420000	-105.700000													200011
AR623		00110	KZAB	H		N36150000	36.250000	W105420000	-105.700000	N36120000	36.200000	W105350000	-105.583333													200011
AR623		00120	KZAB	H		N36120000	36.200000	W105350000	-105.583333	N35350000	35.583333	W103000000	-103.000000													200011
AR623		00130	KZAB	H		N35350000	35.583333	W103000000	-103.000000	N35340000	35.566667	W102530000	-102.883333													200011
AR623		00140	KZAB	H		N35340000	35.566667	W102530000	-102.883333	N35350000	35.583333	W102450000	-102.750000													200011
AR623		00150	KZAB	H		N35350000	35.583333	W102450000	-102.750000	N35360000	35.600000	W102380000	-102.633333													200011
AR623		00160	KZAB	H		N35360000	35.600000	W102380000	-102.633333	N35520000	35.866667	W102320000	-102.533333													200011
AR624		00010	KZLA	H		N37030000	37.050000	W112380000	-112.633333	N35390000	35.650000	W112420000	-112.700000													200011
AR624		00020	KZLA	H		N35390000	35.650000	W112420000	-112.700000	N35380000	35.633333	W112080000	-112.133333													200011
AR624		00030	KZLA	H		N35380000	35.633333	W112080000	-112.133333	N37020000	37.033333	W112030000	-112.050000													200011
AR624		00040	KZLA	H		N37020000	37.033333	W112030000	-112.050000	N37030000	37.050000	W112380000	-112.633333													200011
AR625H		00010	KZOA	H		N37120000	37.200000	W118060000	-118.100000	N38360000	38.600000	W118060000	-118.100000													200011
AR625H		00020	KZOA	H		N38360000	38.600000	W118060000	-118.100000	N38360000	38.600000	W117172500	-117.290278													200011
AR625H		00030	KZOA	H		N38360000	38.600000	W117172500	-117.290278	N38050000	38.083333	W117160000	-117.266667													200011
AR625H		00040	KZOA	H		N38050000	38.083333	W117160000	-117.266667	N37530000	37.883333	W117054100	-117.094722													200011
AR625H		00050	KZOA	H		N37530000	37.883333	W117054100	-117.094722	N37260000	37.433333	W117043300	-117.075833													200011
AR625H		00060	KZOA	H		N37260000	37.433333	W117043300	-117.075833	N37220000	37.366667	W117010000	-117.016667													200011
AR625H		00070	KZOA	H		N37220000	37.366667	W117010000	-117.016667	N37120000	37.200000	W117200000	-117.333333													200011
AR625H		00080	KZOA	H		N37120000	37.200000	W117200000	-117.333333	N37120000	37.200000	W118060000	-118.100000													200011
AR625L		00010	KZOA	H		N37120000	37.200000	W118060000	-118.100000	N38360000	38.600000	W118060000	-118.100000													200011
AR625L		00020	KZOA	H		N38360000	38.600000	W118060000	-118.100000	N38360000	38.600000	W117172500	-117.290278													200011
AR625L		00030	KZOA	H		N38360000	38.600000	W117172500	-117.290278	N38050000	38.083333	W117160000	-117.266667													200011
AR625L		00040	KZOA	H		N38050000	38.083333	W117160000	-117.266667	N37530000	37.883333	W117054100	-117.094722													200011
AR625L		00050	KZOA	H		N37530000	37.883333	W117054100	-117.094722	N37260000	37.433333	W117043300	-117.075833													200011
AR625L		00060	KZOA	H		N37260000	37.433333	W117043300	-117.075833	N37220000	37.366667	W117010000	-117.016667													200011
AR625L		00070	KZOA	H		N37220000	37.366667	W117010000	-117.016667	N37120000	37.200000	W117200000	-117.333333													200011
AR625L		00080	KZOA	H		N37120000	37.200000	W117200000	-117.333333	N37120000	37.200000	W118060000	-118.100000													200011
AR626		00010	KZSE	H		N48100000	48.166667	W127553000	-127.925000	N48090000	48.150000	W125560000	-125.933333													200011
AR626		00020	KZSE	H		N48090000	48.150000	W125560000	-125.933333	N48090000	48.150000	W124480000	-124.800000													200011
AR626		00030	KZSE	H		N48090000	48.150000	W124480000	-124.800000	N47060000	47.100000	W124144800	-124.246667													200011
AR626		00090	KZSE	H		N47060000	47.100000	W124144800	-124.246667	N47003000	47.008333	W124300000	-124.500000													200011
AR626		00100	KZSE	H		N47003000	47.008333	W124300000	-124.500000	N46593000	46.991667	W124360000	-124.600000													200011
AR626		00110	KZSE	H		N46593000	46.991667	W124360000	-124.600000	N46320000	46.533333	W125180000	-125.300000													200011
AR626		00120	KZSE	H		N46320000	46.533333	W125180000	-125.300000	N46250000	46.416667	W125340000	-125.566667													200011
AR626		00130	KZSE	H		N46250000	46.416667	W125340000	-125.566667	N45483000	45.808333	W126513000	-126.858333													200011
AR626		00140	KZSE	H		N45483000	45.808333	W126513000	-126.858333	N48100000	48.166667	W127553000	-127.925000													200011
AR627		00010	KZJX	H		N31590000	31.983333	W083330000	-83.550000	N30520000	30.866667	W082440000	-82.733333													200208
AR627		00020	KZJX	H		N30520000	30.866667	W082440000	-82.733333	N30380000	30.633333	W083110000	-83.183333													200011
AR627		00030	KZJX	H		N30380000	30.633333	W083110000	-83.183333	N31450000	31.750000	W083593000	-83.991667													200011
AR627		00040	KZJX	H		N31450000	31.750000	W083593000	-83.991667	N31590000	31.983333	W083330000	-83.550000													200011
AR628		00010	KZSE	H		N45110000	45.183333	W126350000	-126.583333	N46160000	46.266667	W125000000	-125.000000													200011
AR628		00020	KZSE	H		N46160000	46.266667	W125000000	-125.000000	N46390000	46.650000	W124180000	-124.300000													200011
AR628		00030	KZSE	H		N46390000	46.650000	W124180000	-124.300000	N46100000	46.166667	W124200000	-124.333333													200011
AR628		00040	KZSE	H		N46100000	46.166667	W124200000	-124.333333	N44530000	44.883333	W124200000	-124.333333													200011
AR628		00050	KZSE	H		N44530000	44.883333	W124200000	-124.333333	N44380000	44.633333	W124280000	-124.466667													200011
AR628		00060	KZSE	H		N44380000	44.633333	W124280000	-124.466667	N44110000	44.183333	W125300000	-125.500000													200011
AR628		00070	KZSE	H		N44110000	44.183333	W125300000	-125.500000	N43433000	43.725000	W126280000	-126.466667													200011
AR628		00080	KZSE	H		N43433000	43.725000	W126280000	-126.466667	N43550000	43.916667	W126370000	-126.616667													200011
AR628		00090	KZSE	H		N43550000	43.916667	W126370000	-126.616667	N45000000	45.000000	W126300000	-126.500000													200011
AR628		00100	KZSE	H		N45000000	45.000000	W126300000	-126.500000	N45110000	45.183333	W126350000	-126.583333													200011
AR629		00010	KZMP	H		N48520000	48.866667	W102160000	-102.266667	N48190000	48.316667	W102130000	-102.216667													200011
AR629		00020	KZMP	H		N48190000	48.316667	W102130000	-102.216667	N48050000	48.083333	W102240000	-102.400000													200011
AR629		00030	KZMP	H		N48050000	48.083333	W102240000	-102.400000	N47380000	47.633333	W101120000	-101.200000													200011
AR629		00040	KZMP	H		N47380000	47.633333	W101120000	-101.200000	N47590000	47.983333	W100220000	-100.366667													200011
AR629		00050	KZMP	H		N47590000	47.983333	W100220000	-100.366667	N48190000	48.316667	W100270000	-100.450000													200011
AR629		00060	KZMP	H		N48190000	48.316667	W100270000	-100.450000	N48190000	48.316667	W100130000	-100.216667													200011
AR629		00070	KZMP	H		N48190000	48.316667	W100130000	-100.216667	N48570000	48.950000	W100160000	-100.266667													200011
AR629		00080	KZMP	H		N48570000	48.950000	W100160000	-100.266667	N48520000	48.866667	W102160000	-102.266667													200011
AR630		00010	KZSE	H		N44063000	44.108333	W124364000	-124.611111	N43250000	43.416667	W124383000	-124.641667													200011
AR630		00020	KZSE	H		N43250000	43.416667	W124383000	-124.641667	N43230000	43.383333	W124433000	-124.725000													200011
AR630		00030	KZSE	H		N43230000	43.383333	W124433000	-124.725000	N43170000	43.283333	W124390000	-124.650000													200011
AR630		00040	KZSE	H		N43170000	43.283333	W124390000	-124.650000	N43000000	43.000000	W124400000	-124.666667													200011
AR630		00050	KZSE	H		N43000000	43.000000	W124400000	-124.666667	N42153000	42.258333	W124383000	-124.641667													200011
AR630		00060	KZSE	H		N42153000	42.258333	W124383000	-124.641667	N42153000	42.258333	W125273000	-125.458333													200011
AR630		00070	KZSE	H		N42153000	42.258333	W125273000	-125.458333	N43145000	43.247222	W126104500	-126.179167													200011
AR630		00080	KZSE	H		N43145000	43.247222	W126104500	-126.179167	N43520000	43.866667	W125070000	-125.116667													200011
AR630		00090	KZSE	H		N43520000	43.866667	W125070000	-125.116667	N44063000	44.108333	W124364000	-124.611111													200011
AR631		00010	KZBW	H		N43360000	43.600000	W070560000	-70.933333	N43380000	43.633333	W071140000	-71.233333													200011
AR631		00020	KZBW	H		N43380000	43.633333	W071140000	-71.233333	N43440000	43.733333	W072000000	-72.000000													200011
AR631		00030	KZBW	H		N43440000	43.733333	W072000000	-72.000000	N43500000	43.833333	W073050000	-73.083333													200011
AR631		00040	KZBW	H		N43500000	43.833333	W073050000	-73.083333	N43480000	43.800000	W073080000	-73.133333													200011
AR631		00050	KZBW	H		N43480000	43.800000	W073080000	-73.133333	N43250000	43.416667	W073130000	-73.216667													200011
AR631		00060	KZBW	H		N43250000	43.416667	W073130000	-73.216667	N43140000	43.233333	W073140000	-73.233333													200011
AR631		00070	KZBW	H		N43140000	43.233333	W073140000	-73.233333	N43040000	43.066667	W071420000	-71.700000													200011
AR631		00080	KZBW	H		N43040000	43.066667	W071420000	-71.700000	N43130000	43.216667	W071020000	-71.033333													200011
AR631		00090	KZBW	H		N43130000	43.216667	W071020000	-71.033333	N43360000	43.600000	W070560000	-70.933333													200011
AR632		00010	KZMP	H		N45442940	45.741500	W084480540	-84.801500	N45450000	45.750000	W084100000	-84.166667													200404
AR632		00020	KZMP	H		N45450000	45.750000	W084100000	-84.166667	N44470120	44.783667	W084061380	-84.103833													200404
AR632		00030	KZMP	H		N44470120	44.783667	W084061380	-84.103833	N44410000	44.683333	W084060000	-84.100000													200404
AR632		00040	KZMP	H		N44410000	44.683333	W084060000	-84.100000	N44171200	44.286667	W083430000	-83.716667													200402
AR632		00050	KZMP	H		N44171200	44.286667	W083430000	-83.716667	N44181560	44.304333	W084460780	-84.768833													200402
AR632		00060	KZMP	H		N44181560	44.304333	W084460780	-84.768833	N44470540	44.784833	W084463120	-84.775333													200402
AR632		00070	KZMP	H		N44470540	44.784833	W084463120	-84.775333	N45442940	45.741500	W084480540	-84.801500													200402
AR633A		00010	KZTL	H		N35403000	35.675000	W084440000	-84.733333	N36070000	36.116667	W083053000	-83.091667													200011
AR633A		00020	KZTL	H		N36070000	36.116667	W083053000	-83.091667	N36393000	36.658333	W083183000	-83.308333													200011
AR633A		00030	KZTL	H		N36393000	36.658333	W083183000	-83.308333	N36123000	36.208333	W084573000	-84.958333													200011
AR633A		00040	KZTL	H		N36123000	36.208333	W084573000	-84.958333	N35403000	35.675000	W084440000	-84.733333													200011
AR633B		00010	KZTL	H		N35403000	35.675000	W084440000	-84.733333	N36070000	36.116667	W083053000	-83.091667													200011
AR633B		00020	KZTL	H		N36070000	36.116667	W083053000	-83.091667	N36393000	36.658333	W083183000	-83.308333													200011
AR633B		00030	KZTL	H		N36393000	36.658333	W083183000	-83.308333	N36123000	36.208333	W084573000	-84.958333													200011
AR633B		00040	KZTL	H		N36123000	36.208333	W084573000	-84.958333	N35403000	35.675000	W084440000	-84.733333													200011
AR634		00010	KZOA	H		N36580000	36.966667	W122550000	-122.916667	N36330000	36.550000	W122390000	-122.650000													200011
AR634		00020	KZOA	H		N36330000	36.550000	W122390000	-122.650000	N35550000	35.916667	W124020000	-124.033333													200011
AR634		00030	KZOA	H		N35550000	35.916667	W124020000	-124.033333	N36200000	36.333333	W124190000	-124.316667													200011
AR634		00040	KZOA	H		N36200000	36.333333	W124190000	-124.316667	N36580000	36.966667	W122550000	-122.916667													200011
AR635		00010	KZLC	H		N38540000	38.900000	W115370000	-115.616667	N38490000	38.816667	W113500000	-113.833333													200011
AR635		00020	KZLC	H		N38490000	38.816667	W113500000	-113.833333	N38210000	38.350000	W113520000	-113.866667													200011
AR635		00030	KZLC	H		N38210000	38.350000	W113520000	-113.866667	N38260000	38.433333	W115390000	-115.650000													200011
AR635		00040	KZLC	H		N38260000	38.433333	W115390000	-115.650000	N38540000	38.900000	W115370000	-115.616667													200011
AR636		00010	KZDC	H		N37050000	37.083333	W074360000	-74.600000	N37130000	37.216667	W072400000	-72.666667													200011
AR636		00020	KZDC	H		N37130000	37.216667	W072400000	-72.666667	N36420000	36.700000	W072400000	-72.666667													200011
AR636		00030	KZDC	H		N36420000	36.700000	W072400000	-72.666667	N36470000	36.783333	W074360000	-74.600000													200011
AR636		00040	KZDC	H		N36470000	36.783333	W074360000	-74.600000	N37050000	37.083333	W074360000	-74.600000													200011
AR637		00010	KZKC	H		N37395000	37.663889	W091530200	-91.883889	N37513600	37.860000	W091010400	-91.017778													200410
AR637		00020	KZKC	H		N37513600	37.860000	W091010400	-91.017778	N37464200	37.778333	W090460600	-90.768333													200410
AR637		00030	KZKC	H		N37464200	37.778333	W090460600	-90.768333	N37102300	37.173056	W090521400	-90.870556													200410
AR637		00040	KZKC	H		N37102300	37.173056	W090521400	-90.870556	N36552100	36.922500	W090545000	-90.913889													200410
AR637		00050	KZKC	H		N36552100	36.922500	W090545000	-90.913889	N36380000	36.633333	W090580000	-90.966667													200410
AR637		00060	KZKC	H		N36380000	36.633333	W090580000	-90.966667	N36160000	36.266667	W091030000	-91.050000													200410
AR637		00070	KZKC	H		N36160000	36.266667	W091030000	-91.050000	N36160000	36.266667	W091180000	-91.300000													200410
AR637		00080	KZKC	H		N36160000	36.266667	W091180000	-91.300000	N36380000	36.633333	W091500000	-91.833333													200410
AR637		00090	KZKC	H		N36380000	36.633333	W091500000	-91.833333	N36450000	36.750000	W092031500	-92.054167													200410
AR637		00100	KZKC	H		N36450000	36.750000	W092031500	-92.054167	N36592600	36.990556	W092031500	-92.054167													200410
AR637		00110	KZKC	H		N36592600	36.990556	W092031500	-92.054167	N37052800	37.091111	W092031800	-92.055000													200410
AR637		00120	KZKC	H		N37052800	37.091111	W092031800	-92.055000	N37023400	37.042778	W092261400	-92.437222													200410
AR637		00130	KZKC	H		N37023400	37.042778	W092261400	-92.437222	N37023200	37.042222	W092340400	-92.567778													200410
AR637		00140	KZKC	H		N37023200	37.042222	W092340400	-92.567778	N37041000	37.069444	W092414500	-92.695833													200410
AR637		00150	KZKC	H		N37041000	37.069444	W092414500	-92.695833	N37073300	37.125833	W092480100	-92.800278													200410
AR637		00160	KZKC	H		N37073300	37.125833	W092480100	-92.800278	N37210200	37.350556	W092502200	-92.839444													200410
AR637		00170	KZKC	H		N37210200	37.350556	W092502200	-92.839444	N37255900	37.433056	W092450400	-92.751111													200410
AR637		00180	KZKC	H		N37255900	37.433056	W092450400	-92.751111	N37290600	37.485000	W092381600	-92.637778													200410
AR637		00190	KZKC	H		N37290600	37.485000	W092381600	-92.637778	N37302300	37.506389	W092303100	-92.508611													200410
AR637		00200	KZKC	H		N37302300	37.506389	W092303100	-92.508611	N37342000	37.572222	W091560200	-91.933889													200410
AR637		00210	KZKC	H		N37342000	37.572222	W091560200	-91.933889	N37395000	37.663889	W091530200	-91.883889													200410
AR638		00010	KZMA	H		N25150000	25.250000	W079340000	-79.566667	N25440000	25.733333	W079340000	-79.566667													200011
AR638		00020	KZMA	H		N25440000	25.733333	W079340000	-79.566667	N25440000	25.733333	W081080000	-81.133333													200011
AR638		00030	KZMA	H		N25440000	25.733333	W081080000	-81.133333	N25150000	25.250000	W081080000	-81.133333													200011
AR638		00040	KZMA	H		N25150000	25.250000	W081080000	-81.133333	N25150000	25.250000	W079340000	-79.566667													200011
AR639A		00010	KZAB	H		N31460000	31.766667	W108123000	-108.208333	N31300000	31.500000	W108123000	-108.208333													200011
AR639A		00020	KZAB	H		N31300000	31.500000	W108123000	-108.208333	N31242500	31.406944	W108324000	-108.544444													200011
AR639A		00030	KZAB	H		N31242500	31.406944	W108324000	-108.544444	N31240000	31.400000	W109423000	-109.708333													200011
AR639A		00040	KZAB	H		N31240000	31.400000	W109423000	-109.708333	N31283000	31.475000	W110000000	-110.000000													200011
AR639A		00050	KZAB	H		N31283000	31.475000	W110000000	-110.000000	N31470000	31.783333	W110000000	-110.000000													200011
AR639A		00060	KZAB	H		N31470000	31.783333	W110000000	-110.000000	N31513000	31.858333	W109430000	-109.716667													200011
AR639A		00070	KZAB	H		N31513000	31.858333	W109430000	-109.716667	N31523000	31.875000	W108323000	-108.541667													200011
AR639A		00080	KZAB	H		N31523000	31.875000	W108323000	-108.541667	N31460000	31.766667	W108123000	-108.208333													200011
AR640A		00010	KZAU	H		N44240000	44.400000	W089000000	-89.000000	N44153000	44.258333	W088133000	-88.225000													200011
AR640A		00020	KZAU	H		N44153000	44.258333	W088133000	-88.225000	N44053000	44.091667	W087294500	-87.495833													200011
AR640A		00030	KZAU	H		N44053000	44.091667	W087294500	-87.495833	N44011400	44.020556	W086563800	-86.943889													200011
AR640A		00040	KZAU	H		N44011400	44.020556	W086563800	-86.943889	N43410000	43.683333	W086380000	-86.633333													200011
AR640A		00050	KZAU	H		N43410000	43.683333	W086380000	-86.633333	N43170000	43.283333	W086440000	-86.733333													200011
AR640A		00060	KZAU	H		N43170000	43.283333	W086440000	-86.733333	N43153000	43.258333	W087140000	-87.233333													200011
