ARF_IDENT	DIRECTION	SEG_NBR	ICAO	SHAP	DERIVATION	WGS_LAT1	WGS_DLAT1	WGS_LONG1	WGS_DLONG1	WGS_LAT2	WGS_DLAT2	WGS_LONG2	WGS_DLONG2	WGS_LAT0	WGS_DLAT0	WGS_LONG0	WGS_DLONG0	RADIUS1	RADIUS2	BEARING1	BEARING2	NAV_IDENT	NAV_TYPE	NAV_CTRY	NAV_KEY_CD	CYCLE_DATE
AR723		00020	PAZA	H		N61530000	61.883333	W153210000	-153.350000	N61250000	61.416667	W153380000	-153.633333													200011
AR723		00030	PAZA	H		N61250000	61.416667	W153380000	-153.633333	N61230000	61.383333	W156240000	-156.400000													200011
AR723		00040	PAZA	H		N61230000	61.383333	W156240000	-156.400000	N61370000	61.616667	W158150000	-158.250000													200011
AR723		00050	PAZA	H		N61370000	61.616667	W158150000	-158.250000	N61520000	61.866667	W158060000	-158.100000													200011
AR723		00060	PAZA	H		N61520000	61.866667	W158060000	-158.100000	N62350000	62.583333	W156000000	-156.000000													200011
AR724		00010	PAZA	H		N61160000	61.266667	W159000000	-159.000000	N61370000	61.616667	W158150000	-158.250000													200011
AR724		00020	PAZA	H		N61370000	61.616667	W158150000	-158.250000	N61230000	61.383333	W156240000	-156.400000													200011
AR724		00030	PAZA	H		N61230000	61.383333	W156240000	-156.400000	N61240000	61.400000	W155100000	-155.166667													200011
AR724		00040	PAZA	H		N61240000	61.400000	W155100000	-155.166667	N60520000	60.866667	W155100000	-155.166667													200011
AR724		00050	PAZA	H		N60520000	60.866667	W155100000	-155.166667	N60500000	60.833333	W156000000	-156.000000													200011
AR724		00060	PAZA	H		N60500000	60.833333	W156000000	-156.000000	N60300000	60.500000	W159000000	-159.000000													200011
AR724		00070	PAZA	H		N60300000	60.500000	W159000000	-159.000000	N61160000	61.266667	W159000000	-159.000000													200011
AR725	NW	00010	PAZA	H		N66530000	66.883333	W156000000	-156.000000	N66320000	66.533333	W151450000	-151.750000													200014
AR725	NW	00020	PAZA	H		N66320000	66.533333	W151450000	-151.750000	N65200000	65.333333	W150000000	-150.000000													200010
AR725	NW	00030	PAZA	H		N65200000	65.333333	W150000000	-150.000000	N65000000	65.000000	W150050000	-150.083333													200010
AR725	NW	00040	PAZA	H		N65000000	65.000000	W150050000	-150.083333	N64580000	64.966667	W155190000	-155.316667													200010
AR725	NW	00050	PAZA	L	E	N64580000	64.966667	W155190000	-155.316667	N65190000	65.316667	W156000000	-156.000000	N64441736	64.738155	W156463772	-156.777146	40.00				GAL	2	US	1	200012
AR725	NW	00060	PAZA	H		N65190000	65.316667	W156000000	-156.000000	N66530000	66.883333	W156000000	-156.000000													200010
AR725	SE	00010	PAZA	H		N66530000	66.883333	W156000000	-156.000000	N66320000	66.533333	W151450000	-151.750000													200010
AR725	SE	00020	PAZA	H		N66320000	66.533333	W151450000	-151.750000	N65200000	65.333333	W150000000	-150.000000													200010
AR725	SE	00030	PAZA	H		N65200000	65.333333	W150000000	-150.000000	N65000000	65.000000	W150050000	-150.083333													200010
AR725	SE	00040	PAZA	H		N65000000	65.000000	W150050000	-150.083333	N64580000	64.966667	W155190000	-155.316667													200012
AR725	SE	00050	PAZA	L	E	N64580000	64.966667	W155190000	-155.316667	N65190000	65.316667	W156000000	-156.000000	N64441736	64.738155	W156463772	-156.777146	40.00				GAL	2	US	1	200012
AR725	SE	00060	PAZA	H		N65190000	65.316667	W156000000	-156.000000	N66530000	66.883333	W156000000	-156.000000													200010
AR727	NW	00010	PAZA	H		N64340000	64.566667	W155160000	-155.266667	N64330000	64.550000	W153000000	-153.000000													200010
AR727	NW	00020	PAZA	H		N64330000	64.550000	W153000000	-153.000000	N64000000	64.000000	W153000000	-153.000000													200010
AR727	NW	00030	PAZA	H		N64000000	64.000000	W153000000	-153.000000	N63120000	63.200000	W151310000	-151.516667													200010
AR727	NW	00040	PAZA	H		N63120000	63.200000	W151310000	-151.516667	N63000000	63.000000	W153000000	-153.000000													200010
AR727	NW	00050	PAZA	H		N63000000	63.000000	W153000000	-153.000000	N63000000	63.000000	W154200000	-154.333333													200010
AR727	NW	00060	PAZA	H		N63000000	63.000000	W154200000	-154.333333	N64100000	64.166667	W156000000	-156.000000													200010
AR727	NW	00070	PAZA	L	E	N64100000	64.166667	W156000000	-156.000000	N64340000	64.566667	W155160000	-155.266667	N64441736	64.738155	W156463772	-156.777146	40.00				GAL	2	US	1	200012
AR727	SE	00010	PAZA	H		N64340000	64.566667	W155160000	-155.266667	N64330000	64.550000	W153000000	-153.000000													200010
AR727	SE	00020	PAZA	H		N64330000	64.550000	W153000000	-153.000000	N64000000	64.000000	W153000000	-153.000000													200010
AR727	SE	00030	PAZA	H		N64000000	64.000000	W153000000	-153.000000	N63120000	63.200000	W151310000	-151.516667													200010
AR727	SE	00040	PAZA	H		N63120000	63.200000	W151310000	-151.516667	N63000000	63.000000	W153000000	-153.000000													200010
AR727	SE	00050	PAZA	H		N63000000	63.000000	W153000000	-153.000000	N63000000	63.000000	W154200000	-154.333333													200010
AR727	SE	00060	PAZA	H		N63000000	63.000000	W154200000	-154.333333	N64100000	64.166667	W156000000	-156.000000													200010
AR727	SE	00070	PAZA	L	E	N64100000	64.166667	W156000000	-156.000000	N64340000	64.566667	W155160000	-155.266667	N64441736	64.738155	W156463772	-156.777146	40.00				GAL	2	US	1	200012
ARA1	W	00010	EGEG	H		N56520000	56.866667	W003100000	-3.166667	N58250000	58.416667	W005050000	-5.083333													200007
ARA1	W	00020	EGEG	H		N58250000	58.416667	W005050000	-5.083333	N58180000	58.300000	W005390000	-5.650000													200007
ARA1	W	00030	EGEG	H		N58180000	58.300000	W005390000	-5.650000	N56420000	56.700000	W003350000	-3.583333													200007
ARA1	W	00040	EGEG	H		N56420000	56.700000	W003350000	-3.583333	N56520000	56.866667	W003100000	-3.166667													200007
ARA10	E	00010	EGEG	H		N51170000	51.283333	W002230000	-2.383333	N51000000	51.000000	W002050000	-2.083333													200604
ARA10	E	00020	EGEG	H		N51000000	51.000000	W002050000	-2.083333	N50275800	50.466111	W003584400	-3.978889													200604
ARA10	E	00030	EGEG	H		N50275800	50.466111	W003584400	-3.978889	N50515800	50.866111	W003532400	-3.890000													200604
ARA10	E	00040	EGEG	H		N50515800	50.866111	W003532400	-3.890000	N51170000	51.283333	W002230000	-2.383333													200604
ARA11	N	00010	EGEG	H		N50223200	50.375556	W005402500	-5.673611	N50030400	50.051111	W005331900	-5.555278													200604
ARA11	N	00020	EGEG	H		N50030400	50.051111	W005331900	-5.555278	N49415900	49.699722	W007443500	-7.743056													200604
ARA11	N	00030	EGEG	H		N49415900	49.699722	W007443500	-7.743056	N50011700	50.021389	W007523100	-7.875278													200604
ARA11	N	00040	EGEG	H		N50011700	50.021389	W007523100	-7.875278	N50223200	50.375556	W005402500	-5.673611													200604
ARA12	W	00010	EGEG	H		N50284800	50.480000	W007550000	-7.916667	N50584800	50.980000	W005345400	-5.581667													199901
ARA12	W	00020	EGEG	H		N50584800	50.980000	W005345400	-5.581667	N51064800	51.113333	W004550000	-4.916667													199901
ARA12	W	00030	EGEG	H		N51064800	51.113333	W004550000	-4.916667	N50474200	50.795000	W004454200	-4.761667													199901
ARA12	W	00040	EGEG	H		N50474200	50.795000	W004454200	-4.761667	N50400000	50.666667	W005251800	-5.421667													199901
ARA12	W	00050	EGEG	H		N50400000	50.666667	W005251800	-5.421667	N50100000	50.166667	W007443600	-7.743333													199901
ARA12	W	00060	EGEG	H		N50100000	50.166667	W007443600	-7.743333	N50284800	50.480000	W007550000	-7.916667													199901
