ARF_IDENT	DIRECTION	PT_SEQ_NBR	ICAO	USAGE	PT_NAV_FLAG	NAV_IDENT	NAV_TYPE	NAV_CTRY	NAV_KEY_CD	BEARING	DISTANCE	WGS_LAT	WGS_DLAT	WGS_LONG	WGS_DLONG	CYCLE_DATE
AR309	E	40	KZKC	EX		BUM	2	US	1	072	025	N38210000	38.350000	W093580000	-93.966667	200410
AR309	W	10	KZKC	IP		BUM	2	US	1	072	025	N38210000	38.350000	W093580000	-93.966667	200410
AR309	W	20	KZKC	CP		BUM	2	US	1	252	055	N38053000	38.091667	W095380000	-95.633333	200410
AR309	W	30	KZKC	NC	Y	ICT	2	US	1			N37444292	37.745256	W097350179	-97.583831	200410
AR309	W	40	KZKC	EX		LBL	2	US	1	042	035	N37234000	37.394444	W100231000	-100.386111	200410
AR310	E	10	KZAB	IP		SJN	2	US	1	346	012	N34370000	34.616667	W109090000	-109.150000	200011
AR310	E	20	KZAB	CP		ONM	2	US	1	295	027	N34370000	34.616667	W107140000	-107.233333	200011
AR310	E	30	KZAB	NC		ONM	2	US	1	045	032	N34370000	34.616667	W106160000	-106.266667	199709
AR310	E	40	KZAB	EX		ONM	2	US	1	065	078	N34370000	34.616667	W105180000	-105.300000	200011
AR310	W	10	KZAB	IP		ONM	2	US	1	065	078	N34370000	34.616667	W105180000	-105.300000	200011
AR310	W	20	KZAB	CP		ONM	2	US	1	295	027	N34370000	34.616667	W107140000	-107.233333	200011
AR310	W	30	KZAB	NC		ONM	2	US	1	271	070	N34370000	34.616667	W108120000	-108.200000	200013
AR310	W	40	KZAB	EX		SJN	2	US	1	346	012	N34370000	34.616667	W109090000	-109.150000	200011
AR312H		10	KZAB	IP		BGD	2	US	1	085	040	N35435100	35.730833	W100340000	-100.566667	199910
AR312H		20	KZAB	CP		BGD	2	US	1	315	028	N36120000	36.200001	W101425000	-101.713890	199910
AR312H		30	KZAB	NC		BGD	2	US	1	300	057	N36251500	36.420833	W102153000	-102.258333	199910
AR312H		40	KZAB	EX		PUB	2	US	1	178	022	N37560600	37.935000	W104310600	-104.518333	199910
AR312L		10	KZAB	IP		BGD	2	US	1	085	040	N35435100	35.730833	W100340000	-100.566667	199910
AR312L		20	KZAB	CP		BGD	2	US	1	315	028	N36120000	36.200001	W101425000	-101.713890	199910
AR312L		30	KZAB	NC		BGD	2	US	1	300	057	N36251500	36.420833	W102153000	-102.258333	199910
AR312L		40	KZAB	EX		PUB	2	US	1	178	022	N37560600	37.935000	W104310600	-104.518333	199910
AR313	N	10	KZFW	IP		EIC	2	US	1	147	030	N32190000	32.316666	W093330000	-93.550000	199709
AR313	N	20	KZFW	CP		EIC	2	US	1	327	070	N33491200	33.820000	W094252400	-94.423333	199904
AR313	N	30	KZFW	NC		TUL	2	US	1	147	070	N35081200	35.136667	W095111200	-95.186667	199904
AR313	N	40	KZFW	EX		TUL	2	US	1	327	030	N36390000	36.650000	W096030000	-96.050000	199709
AR313	S	10	KZFW	IP		TUL	2	US	1	327	030	N36390000	36.650000	W096030000	-96.050000	199709
AR313	S	20	KZFW	CP		TUL	2	US	1	147	070	N35081200	35.136667	W095111200	-95.186667	199904
AR313	S	30	KZFW	NC		EIC	2	US	1	327	070	N33491200	33.820000	W094252400	-94.423333	199904
AR313	S	40	KZFW	EX		EIC	2	US	1	147	030	N32190000	32.316667	W093330000	-93.550000	199709
AR313A	N	10	KZHU	IP		EIC	2	US	1	147	105	N31113000	31.191667	W092545400	-92.915000	199904
AR313A	N	20	KZHU	CP	Y	EIC	2	US	1			N32461691	32.771365	W093483575	-93.809929	200013
AR313A	N	30	KZHU	NC		EIC	2	US	1	327	070	N33491200	33.820000	W094252400	-94.423333	199904
AR313A	N	40	KZHU	NC		TUL	2	US	1	147	070	N35081200	35.136667	W095111200	-95.186667	199904
AR313A	N	50	KZHU	EX		TUL	2	US	1	327	030	N36390000	36.650000	W096030000	-96.050000	199904
AR313A	S	10	KZFW	IP		TUL	2	US	1	327	030	N36390000	36.650000	W096030000	-96.050000	199904
AR313A	S	20	KZFW	CP		TUL	2	US	1	147	070	N35081200	35.136667	W095111200	-95.186667	199904
AR313A	S	30	KZFW	NC		EIC	2	US	1	327	070	N33491200	33.820000	W094252400	-94.423333	199904
AR313A	S	40	KZFW	NC		EIC	2	US	1	147	030	N32191800	32.321667	W093330000	-93.550000	199904
AR313A	S	50	KZFW	EX		EIC	2	US	1	147	105	N31113000	31.191667	W092545400	-92.915000	199904
AR314	E	10	KZAB	IP		CIM	2	US	1	241	100	N36000000	36.000000	W106500000	-106.833333	199709
AR314	E	20	KZAB	CP	Y	CIM	2	US	1			N36292903	36.491397	W104521920	-104.872000	200013
AR314	E	30	KZAB	NC		CIM	2	US	1	090	050	N36190000	36.316667	W103520000	-103.866667	199709
AR314	E	40	KZAB	NC		CIM	2	US	1	090	100	N36070000	36.116667	W102520000	-102.866667	199709
AR314	E	50	KZAB	NC		BGD	2	US	1	273	025	N35550000	35.916667	W101520000	-101.866667	199709
AR314	E	60	KZAB	EX	Y	BGD	2	US	1			N35482546	35.807072	W101225575	-101.382153	200013
AR314	W	10	KZAB	IP	Y	BGD	2	US	1			N35482546	35.807072	W101225575	-101.382153	200013
AR314	W	20	KZAB	CP		CIM	2	US	1	090	075	N36120000	36.200000	W103220000	-103.366667	199709
AR314	W	30	KZAB	NC		CIM	2	US	1	090	025	N36240000	36.400000	W104220000	-104.366667	199709
AR314	W	40	KZAB	NC	Y	CIM	2	US	1			N36292903	36.491397	W104521920	-104.872000	200013
AR314	W	50	KZAB	NC		CIM	2	US	1	241	025	N36220000	36.366667	W105220000	-105.366667	199709
AR314	W	60	KZAB	NC		CIM	2	US	1	241	075	N36070000	36.116667	W106200000	-106.333333	199709
AR314	W	70	KZAB	EX		CIM	2	US	1	241	100	N36000000	36.000000	W106500000	-106.833333	199709
AR315	E	10	KZID	IP	Y	PXV	2	US	1			N37554195	37.928319	W087454458	-87.762383	200013
AR315	E	20	KZID	CP		PXV	2	US	1	104	080	N37320000	37.533333	W086090000	-86.150000	199709
AR315	E	30	KZID	NC	Y	LOZ	2	US	1			N37015934	37.033150	W084063627	-84.110075	200013
AR315	E	40	KZID	EX		LOZ	2	US	1	085	100	N37153000	37.258333	W082030000	-82.050000	199709
AR315	W	10	KZTL	IP		LOZ	2	US	1	085	100	N37153000	37.258333	W082030000	-82.050000	199709
AR315	W	20	KZTL	CP	Y	LOZ	2	US	1			N37015934	37.033150	W084063627	-84.110075	200013
AR315	W	30	KZTL	NC		PXV	2	US	1	104	080	N37320000	37.533333	W086090000	-86.150000	199709
AR315	W	40	KZTL	EX	Y	PXV	2	US	1			N37554195	37.928319	W087454458	-87.762383	200013
AR318	E	10	KZKC	IP		PWE	2	US	1	184	033	N39400000	39.666668	W096183000	-96.308334	199511
AR318	E	20	KZKC	CP		LMN	2	US	1	207	038	N40034500	40.062500	W094254500	-94.429167	199709
AR318	E	30	KZKC	NC		IRK	2	US	1	318	018	N40223000	40.375000	W092491500	-92.820833	200002
AR318	E	40	KZKC	EX		IRK	2	US	1	059	084	N40433000	40.725000	W090553000	-90.925000	199709
AR318	W	10	KZKC	IP		IRK	2	US	1	059	084	N40433000	40.725000	W090553000	-90.925000	199709
AR318	W	20	KZKC	CP		IRK	2	US	1	318	018	N40223000	40.375000	W092491500	-92.820833	200007
AR318	W	30	KZKC	NC		LMN	2	US	1	207	038	N40034500	40.062500	W094254500	-94.429167	199709
AR318	W	40	KZKC	EX		PWE	2	US	1	184	033	N39400000	39.666668	W096183000	-96.308334	199511
AR321		10	KZAU	IP		GRB	2	US	1	105	110	N44030000	44.049999	W085450000	-85.750000	199511
AR321		20	KZAU	CP		GRB	2	US	1	105	015	N44290000	44.483333	W087510000	-87.850000	200011
AR321		30	KZAU	NC	Y	GRB	2	US	1			N44331857	44.555158	W088114147	-88.194853	200013
AR321		35	KZAU	NC		GRB	2	US	1	295	060	N44591200	44.986667	W089274200	-89.461667	200013
AR321		40	KZAU	NC		GRB	2	US	1	285	060	N44510000	44.850000	W089330000	-89.550000	199709
AR321		45	KZAU	NC	Y	GRB	2	US	1			N44331857	44.555158	W088114147	-88.194853	200013
AR321		50	KZAU	EX		GRB	2	US	1	105	080	N44120000	44.200000	W086250000	-86.416667	200011
AR324		10	TJZS	IP		BQN	2	RQ	1	003	025	N18550000	18.916666	W067090000	-67.150000	199710
AR324		15	TJZS	CP		BQN	2	RQ	1	183	075	N17150000	17.250000	W066570000	-66.950000	200011
AR324		20	TJZS	NC		BQN	2	RQ	1	183	175	N15360000	15.600000	W066400000	-66.666667	199812
AR324		25	TJZS	EX		BQN	2	RQ	1	183	025	N18050000	18.083334	W067030000	-67.050000	199710
AR328		10	KZTL	IP	Y	PSK	2	US	1			N37051574	37.087706	W080424644	-80.712900	200013
AR328		20	KZTL	CP		PSK	2	US	1	255	060	N36430000	36.716667	W081530000	-81.883333	200011
AR328		30	KZTL	NC		PSK	2	US	1	255	100	N36290000	36.483333	W082390000	-82.650000	199709
AR328		40	KZTL	EX		PSK	2	US	1	242	030	N36480000	36.800000	W081140000	-81.233333	200011
AR330	E	10	KZKC	IP		LBL	2	US	1	042	035	N37234000	37.394444	W100231000	-100.386110	199511
AR330	E	20	KZKC	CP		ICT	2	US	1	254	050	N37363700	37.610278	W098371000	-98.619444	199709
AR330	E	30	KZKC	NC	Y	ICT	2	US	1			N37444292	37.745256	W097350179	-97.583831	200013
AR330	E	40	KZKC	EX	Y	BUM	2	US	1			N38161962	38.272117	W094291763	-94.488231	200013
AR330	W	10	KZKC	IP		BUM	2	US	1	072	025	N38210000	38.350000	W093580000	-93.966667	200011
AR330	W	20	KZKC	CP		BUM	2	US	1	252	055	N38053000	38.091667	W095380000	-95.633333	200011
AR330	W	30	KZKC	NC	Y	ICT	2	US	1			N37444292	37.745256	W097350179	-97.583831	200013
AR330	W	40	KZKC	EX		LBL	2	US	1	042	035	N37234000	37.394444	W100231000	-100.386110	199511
AR332	NW	10	TJZS	IP		SJU	2	RQ	1	325	050	N19000000	19.000000	W066390000	-66.650000	199710
AR332	NW	15	TJZS	CP		SJU	2	RQ	1	325	150	N20090000	20.150000	W067550000	-67.916667	200011
AR332	NW	20	TJZS	EX								N21380000	21.633333	W070300000	-70.500000	199511
AR332	SE	10	TJZS	IP								N21380000	21.633333	W070300000	-70.500000	199511
AR332	SE	15	TJZS	CP								N20500000	20.833334	W069050000	-69.083333	200007
AR332	SE	20	TJZS	EX								N19360000	19.600000	W067200000	-67.333333	200007
AR355		10	KZSE	IP								N48200000	48.333332	W128000000	-128.000000	200107
AR355		20	KZSE	CP	Y	TOU	2	US	1			N48175964	48.299899	W124373736	-124.627043	200013
AR355		30	KZSE	EX	Y	MWH	4	US	1			N47123913	47.210869	W119190051	-119.316808	200013
AR356		10	KZSE	IP		GEG	2	US	1	105	057	N47000000	47.000000	W116300000	-116.500000	199709
AR356		20	KZSE	CP		EPH	2	US	1	160	028	N46550000	46.916667	W119260000	-119.433333	200007
AR356		30	KZSE	EX	Y	TOU	2	US	1			N48175964	48.299899	W124373736	-124.627043	200013
AR3H	E	10	KZLA	IP		PGS	2	US	1	065	045	N35450000	35.750000	W112380000	-112.633333	199913
AR3H	E	20	KZLA	CP		PGS	2	US	1	065	140	N36020000	36.033333	W110420000	-110.700000	199708
AR3H	E	30	KZLA	NC		RSK	2	US	1	224	038	N36250000	36.416667	W108460000	-108.766667	199708
AR3H	E	40	KZLA	EX		RSK	2	US	1	076	065	N36440000	36.733334	W106450000	-106.750000	199708
AR3H	W	10	KZDV	IP		RSK	2	US	1	076	065	N36440000	36.733334	W106450000	-106.750000	199708
AR3H	W	20	KZDV	CP		RSK	2	US	1	224	038	N36250000	36.416667	W108460000	-108.766667	199708
AR3H	W	30	KZDV	NC		PGS	2	US	1	065	140	N36020000	36.033333	W110420000	-110.700000	199708
AR3H	W	40	KZDV	EX		PGS	2	US	1	065	045	N35450000	35.750000	W112380000	-112.633333	199913
AR3L		10	KZDV	IP		ALS	2	US	1	188	025	N36570000	36.950001	W106000000	-106.000000	199708
AR3L		20	KZDV	CP		RSK	2	US	1	147	015	N36310000	36.516666	W108000000	-108.000000	199708
AR3L		30	KZDV	NC		RSK	2	US	1	230	085	N36070000	36.116667	W109410000	-109.683333	199708
AR3L		40	KZDV	EX		RSK	2	US	1	147	016	N36300000	36.500000	W107590000	-107.983333	200007
AR400	N	10	KZKC	IP		GCK	2	US	1	165	100	N36152400	36.256667	W100345400	-100.581667	199910
AR400	N	20	KZKC	CP	Y	GCK	2	US	1			N37550859	37.919053	W100433023	-100.725064	200013
AR400	N	30	KZKC	NC	Y	HCT	2	US	1			N40271466	40.454072	W100552487	-100.923575	200013
AR400	N	40	KZKC	EX		HCT	2	US	1	345	100	N42070000	42.116667	W101044800	-101.080000	199910
AR400	S	10	KZKC	IP		HCT	2	US	1	345	100	N42070000	42.116667	W101044800	-101.080000	199910
AR400	S	20	KZKC	CP	Y	HCT	2	US	1			N40271466	40.454072	W100552487	-100.923575	200013
AR400	S	30	KZKC	NC	Y	GCK	2	US	1			N37550859	37.919053	W100433023	-100.725064	200013
AR400	S	40	KZKC	EX		GCK	2	US	1	165	100	N36152400	36.256667	W100345400	-100.581667	199910
AR406H	E	10	KZMP	IP		PWE	2	US	1	254	100	N39514800	39.863333	W098195400	-98.331667	200511
AR406H	E	20	KZMP	CP	Y	PWE	2	US	1			N40120127	40.200353	W096122261	-96.206281	200511
AR406H	E	30	KZMP	EX	Y	LMN	2	US	1			N40354829	40.596747	W093580334	-93.967594	200511
AR406H	W	10	KZMP	IP	Y	LMN	2	US	1			N40354829	40.596747	W093580334	-93.967594	200511
AR406H	W	20	KZMP	CP	Y	PWE	2	US	1			N40120127	40.200353	W096122261	-96.206281	200511
AR406H	W	30	KZMP	EX		PWE	2	US	1	254	100	N39514800	39.863333	W098195400	-98.331667	200511
AR406L	E	10	KZMP	IP		PWE	2	US	1	254	100	N39514800	39.863333	W098195400	-98.331667	200511
AR406L	E	20	KZMP	CP	Y	PWE	2	US	1			N40120127	40.200353	W096122261	-96.206281	200511
AR406L	E	30	KZMP	EX	Y	LMN	2	US	1			N40354829	40.596747	W093580334	-93.967594	200511
AR406L	W	10	KZMP	IP	Y	LMN	2	US	1			N40354829	40.596747	W093580334	-93.967594	200511
AR406L	W	20	KZMP	CP	Y	PWE	2	US	1			N40120127	40.200353	W096122261	-96.206281	200511
AR406L	W	30	KZMP	EX		PWE	2	US	1	254	100	N39514800	39.863333	W098195400	-98.331667	200511
AR40V	E	10	KZJX	IP								N31380000	31.633333	W082404800	-82.680000	200008
AR40V	E	20	KZJX	CP								N31380000	31.633333	W082361000	-82.602778	200008
AR40V	E	30	KZJX	EX								N31380000	31.633333	W082112400	-82.190000	200008
AR40V	W	10	KZJX	IP								N31380000	31.633333	W082112400	-82.190000	200008
AR40V	W	20	KZJX	CP								N31380000	31.633333	W082160500	-82.268056	200008
AR40V	W	30	KZJX	EX								N31380000	31.633333	W082404800	-82.680000	200008
AR41V	N	10	KZJX	IP								N28263000	28.441667	W082550000	-82.916667	200008
AR41V	N	20	KZJX	CP								N28310000	28.516667	W082570000	-82.950000	200008
AR41V	N	30	KZJX	EX								N29020000	29.033333	W083093000	-83.158333	200008
AR41V	S	10	KZJX	IP								N29020000	29.033333	W083093000	-83.158333	200008
AR41V	S	20	KZJX	CP								N28570000	28.950000	W083093000	-83.158333	200008
AR41V	S	30	KZJX	EX								N28263000	28.441667	W082550000	-82.916667	200008
AR42V	E	10	KZJX	IP								N30150000	30.250000	W083500000	-83.833333	200008
AR42V	E	20	KZJX	CP								N30150000	30.250000	W083440000	-83.733333	200008
AR42V	E	30	KZJX	EX								N30150000	30.250000	W083100000	-83.166667	200008
AR42V	W	10	KZJX	IP								N30150000	30.250000	W083100000	-83.166667	200008
AR42V	W	20	KZJX	CP								N30150000	30.250000	W083160000	-83.266667	200008
AR42V	W	30	KZJX	EX								N30150000	30.250000	W083500000	-83.833333	200008
AR452	NE	10	KZOA	IP		FMG	2	US	1	273	045	N39490000	39.816666	W120360000	-120.600000	199511
AR452	NE	20	KZOA	CP		REO	2	US	1	160	049	N41460000	41.766667	W117500000	-117.833333	199709
AR452	NE	30	KZOA	NC		REO	2	US	1	081	047	N42270000	42.450000	W116490000	-116.816667	199709
AR452	NE	40	KZOA	NC		BOI	2	US	1	158	038	N42550000	42.916667	W116070000	-116.116667	199709
AR452	NE	50	KZOA	EX		BOI	2	US	1	061	065	N43450000	43.750000	W114460000	-114.766667	199709
AR452	SW	10	KZOA	IP		DLN	4	US	1	171	014	N45010000	45.016666	W112360000	-112.600000	199511
AR452	SW	20	KZOA	CP		BOI	2	US	1	061	065	N43450000	43.750000	W114460000	-114.766667	199709
AR452	SW	30	KZOA	NC		BOI	2	US	1	158	038	N42550000	42.916667	W116070000	-116.116667	199709
AR452	SW	40	KZOA	NC		REO	2	US	1	081	047	N42270000	42.450000	W116490000	-116.816667	199709
AR452	SW	50	KZOA	EX		REO	2	US	1	160	049	N41460000	41.766667	W117500000	-117.833333	199709
AR453		10	KZMP	IP		FAR	2	US	1	206	046	N46070000	46.116667	W097280000	-97.466667	200011
AR453		15	KZMP	CP		ABR	4	US	1	327	071	N46300000	46.500000	W099040000	-99.066667	200011
AR453		20	KZMP	NC		FAR	2	US	1	206	046	N46070000	46.116667	W097280000	-97.466667	200011
AR453		25	KZMP	NC		FAR	2	US	1	224	030	N46270000	46.450001	W097260000	-97.433334	199511
AR453		30	KZMP	NC		ABR	4	US	1	327	071	N46300000	46.500000	W099040000	-99.066666	199511
AR453		35	KZMP	NC		ABR	4	US	1	317	052	N46090000	46.150000	W099040000	-99.066667	199709
AR453		40	KZMP	EX		FAR	2	US	1	206	046	N46070000	46.116667	W097280000	-97.466667	200011
AR453		45	KZMP	EX		ABR	4	US	1	327	071	N46300000	46.500000	W099040000	-99.066666	199511
AR455	E	10	KZKC	IP		PXV	2	US	1	080	010	N37565500	37.948612	W087333000	-87.558334	199511
AR455	E	15	KZKC	CP		IIU	2	US	1	130	030	N37463000	37.775000	W085061500	-85.104167	199709
AR455	E	17	KZKC	NC		HVQ	2	US	1	241	081	N37380000	37.633333	W083124500	-83.212500	199709
AR455	E	20	KZKC	EX		BKW	2	US	1	230	027	N37283000	37.475000	W081322500	-81.540278	199709
AR455	W	10	KZKC	IP		BKW	2	US	1	230	027	N37283000	37.475000	W081322500	-81.540278	199709
AR455	W	15	KZKC	CP		HVQ	2	US	1	235	072	N37361100	37.603056	W082581600	-82.971111	199709
AR455	W	17	KZKC	NC		BWG	2	US	1	036	068	N37491400	37.820556	W085334300	-85.561944	199709
AR455	W	20	KZKC	EX		PXV	2	US	1	080	010	N37565500	37.948612	W087333000	-87.558334	199511
AR462		10	KZOA	IP		SAC	2	US	1	020	050	N39070000	39.116667	W120550000	-120.916667	200011
AR462		15	KZOA	CP		FMG	2	US	1	266	037	N39400000	39.666668	W120270000	-120.450000	199511
AR462		20	KZOA	NC		FMG	2	US	1	354	081	N40520000	40.866667	W119230000	-119.383333	200011
AR462		25	KZOA	EX		BAM	2	US	1	318	061	N41300000	41.500000	W117300000	-117.500000	199511
AR4A	N	10	KZSE	IP		LKV	2	US	1	098	083	N41500000	41.833333	W118520000	-118.866667	199708
AR4A	N	20	KZSE	CP		BOI	2	US	1	250	087	N43270000	43.450000	W118130000	-118.216667	199708
AR4A	N	30	KZSE	NC		DNJ	2	US	1	250	064	N44440000	44.733333	W117410000	-117.683333	199708
AR4A	N	40	KZSE	NC		PDT	2	US	1	056	077	N46000000	46.000000	W117090000	-117.150000	199708
AR4A	N	50	KZSE	EX		GEG	2	US	1	095	047	N47130000	47.216667	W116370000	-116.616667	199708
AR4A	S	10	KZSE	IP		MLP	4	US	1	303	041	N48000000	48.000000	W116150000	-116.250000	199708
AR4A	S	20	KZSE	CP		GEG	2	US	1	137	074	N46250000	46.416668	W116570000	-116.950000	199708
AR4A	S	30	KZSE	NC		DNJ	2	US	1	274	061	N45090000	45.150000	W117310000	-117.516667	199708
AR4A	S	40	KZSE	NC		BOI	2	US	1	265	084	N43500000	43.833333	W118050000	-118.083333	199708
AR4A	S	50	KZSE	EX		LKV	2	US	1	064	087	N42390000	42.650000	W118340000	-118.566667	199708
AR4B	N	10	KZSE	IP		BAM	2	US	1	307	092	N41500000	41.833332	W118050000	-118.083333	199708
AR4B	N	20	KZSE	CP		BOI	2	US	1	247	055	N43270000	43.450001	W117270000	-117.450000	199708
AR4B	N	30	KZSE	NC		DNJ	2	US	1	247	030	N44440000	44.733333	W116550000	-116.916667	199708
AR4B	N	40	KZSE	NC		MLP	4	US	1	178	093	N46000000	46.000000	W116210000	-116.350000	199708
AR4B	N	50	KZSE	EX		MLP	4	US	1	184	016	N47130000	47.216667	W115480000	-115.800000	199708
AR4B	S	10	KZSE	IP		MLP	4	US	1	356	034	N48000000	48.000000	W115250000	-115.416667	199708
AR4B	S	20	KZSE	CP		MLP	4	US	1	179	066	N46250000	46.416667	W116100000	-116.166667	199708
AR4B	S	30	KZSE	NC		DNJ	2	US	1	296	031	N45080000	45.133333	W116440000	-116.733333	199708
AR4B	S	40	KZSE	NC		BOI	2	US	1	273	048	N43500000	43.833333	W117170000	-117.283333	199708
AR4B	S	50	KZSE	EX		BOI	2	US	1	216	089	N42390000	42.650000	W117470000	-117.783333	199708
AR505	E	10	PAZA	IP		BET	2	US	1	019	085	N61540000	61.900000	W160000000	-160.000000	199512
AR505	E	20	PAZA	CP		MCG	2	US	1	251	048	N63000000	63.000000	W157220000	-157.366667	199709
AR505	E	30	PAZA	NC		MCG	2	US	1	318	036	N63310000	63.516667	W156050000	-156.083333	200011
AR505	E	40	PAZA	NC		ENN	2	US	1	298	057	N65210000	65.350000	W150260000	-150.433333	200011
AR505	E	50	PAZA	EX		FYU	2	US	1	219	045	N66190000	66.316666	W147000000	-147.000000	200007
AR505	W	10	PAZA	IP		FYU	2	US	1	219	045	N66190000	66.316666	W147000000	-147.000000	199512
AR505	W	20	PAZA	CP		ENN	2	US	1	298	057	N65230000	65.383333	W150230000	-150.383333	200011
AR505	W	30	PAZA	NC		MCG	2	US	1	318	036	N63310000	63.516667	W156050000	-156.083333	200011
AR505	W	40	PAZA	NC		MCG	2	US	1	251	048	N63000000	63.000000	W157220000	-157.366667	200011
AR505	W	50	PAZA	EX		BET	2	US	1	019	085	N61540000	61.900000	W160000000	-160.000000	199512
AR506	N	1	PAZA	IP		ORT	2	US	1	145	118	N61000000	61.000000	W141300000	-141.500000	199512
AR506	N	2	PAZA	CP		ORT	2	US	1	188	024	N62380000	62.633333	W142270000	-142.450000	199709
AR506	N	3	PAZA	NC		ORT	2	US	1	296	060	N63460000	63.766666	W143120000	-143.200000	199512
AR506	N	4	PAZA	NC		ORT	2	US	1	281	067	N63400000	63.666667	W143490000	-143.816667	199709
AR506	N	5	PAZA	NC		ORT	2	US	1	170	061	N62000000	62.000000	W142410000	-142.683333	200011
AR506	N	6	PAZA	EX		ORT	2	US	1	152	122	N60560000	60.933333	W142010000	-142.016667	200011
AR506	S	1	PAZA	IP		ORT	2	US	1	281	067	N63400000	63.666667	W143490000	-143.816667	199709
AR506	S	2	PAZA	CP		ORT	2	US	1	170	061	N62000000	62.000000	W142410000	-142.683333	200013
AR506	S	3	PAZA	NC		ORT	2	US	1	152	122	N60560000	60.933333	W142010000	-142.016667	200013
AR506	S	4	PAZA	NC		ORT	2	US	1	145	118	N61000000	61.000000	W141300000	-141.500000	199512
AR506	S	5	PAZA	NC		ORT	2	US	1	188	024	N62380000	62.633333	W142270000	-142.450000	199709
AR506	S	6	PAZA	EX		ORT	2	US	1	296	060	N63460000	63.766666	W143120000	-143.200000	199512
AR507	E	1	PAZA	IP		YAK	4	US	1	193	091	N58160000	58.266667	W141200000	-141.333333	200507
AR507	E	2	PAZA	CP		BKA	2	US	1	257	109	N57162800	57.274444	W138490000	-138.816667	199709
AR507	E	3	PAZA	NC		BKA	2	US	1	217	052	N56290000	56.483333	W136573000	-136.958333	199709
AR507	E	4	PAZA	EX		BKA	2	US	1	133	092	N55250000	55.416667	W134400000	-134.666667	200011
AR507	W	1	PAZA	IP		BKA	2	US	1	133	092	N55250000	55.416667	W134400000	-134.666667	200007
AR507	W	2	PAZA	CP		BKA	2	US	1	217	052	N56290000	56.483333	W136573000	-136.958333	199709
AR507	W	3	PAZA	NC		BKA	2	US	1	257	109	N57162800	57.274444	W138490000	-138.816667	199709
AR507	W	4	PAZA	EX		YAK	4	US	1	193	091	N58160000	58.266667	W141200000	-141.333333	200507
AR508E		10	PAZA	IP		SPY	7	US	1	077	079	N57120000	57.200000	W167500000	-167.833333	200113
AR508E		20	PAZA	CP		CDB	2	US	1	315	128	N57110000	57.183333	W164340000	-164.566667	199709
AR508E		30	PAZA	NC		CDB	2	US	1	001	116	N57070000	57.116667	W161400000	-161.666667	199709
AR508E		40	PAZA	EX	Y	PDN	7	US	1			N56571450	56.954028	W158385587	-158.648853	200307
AR508W		1	PAZA	IP	Y	PDN	7	US	1			N56571450	56.954028	W158385587	-158.648853	200307
AR508W		2	PAZA	CP		CDB	2	US	1	001	116	N57070000	57.116667	W161400000	-161.666667	199709
AR508W		3	PAZA	EX		SPY	7	US	1	077	079	N57120000	57.200001	W167500000	-167.833333	200010
AR5H	E	10	KZOA	IP								N39200000	39.333332	W131000000	-131.000000	199511
AR5H	E	20	KZOA	CP								N39230000	39.383333	W128490000	-128.816667	199708
AR5H	E	30	KZOA	NC								N39230000	39.383333	W126110000	-126.183333	199708
AR5H	E	40	KZOA	EX		ENI	2	US	1	279	038	N39191200	39.320000	W124004800	-124.013333	199713
AR5H	W	10	KZOA	IP		ENI	2	US	1	279	038	N39191200	39.320000	W124004800	-124.013333	199713
AR5H	W	20	KZOA	CP								N39230000	39.383333	W126110000	-126.183333	199708
AR5H	W	30	KZOA	NC								N39230000	39.383333	W128490000	-128.816667	199708
AR5H	W	40	KZOA	EX								N39200000	39.333332	W131000000	-131.000000	199511
AR5L	E	10	KZOA	IP								N39200000	39.333332	W131000000	-131.000000	200204
AR5L	E	20	KZOA	CP								N39230000	39.383333	W128490000	-128.816667	200204
AR5L	E	30	KZOA	NC								N39230000	39.383333	W126110000	-126.183333	200204
AR5L	E	40	KZOA	EX		ENI	2	US	1	279	038	N39191200	39.320000	W124004800	-124.013333	200204
AR5L	W	10	KZOA	IP		ENI	2	US	1	279	038	N39191200	39.320000	W124004800	-124.013333	200204
AR5L	W	20	KZOA	CP								N39230000	39.383333	W126110000	-126.183333	200204
AR5L	W	30	KZOA	NC								N39230000	39.383333	W128490000	-128.816667	200204
AR5L	W	40	KZOA	EX								N39200000	39.333332	W131000000	-131.000000	200204
AR6	N	10	KZOA	IP		SNS	2	US	1	138	101	N35080000	35.133333	W120410000	-120.683333	199709
AR6	N	20	KZOA	CP		SNS	2	US	1	177	038	N36030000	36.049999	W121450000	-121.750000	199511
AR6	N	30	KZOA	NC		SNS	2	US	1	290	054	N37120000	37.200000	W122280000	-122.466667	199709
AR6	N	40	KZOA	NC		ENI	2	US	1	156	049	N38140000	38.233333	W123070000	-123.116667	199709
AR6	N	50	KZOA	NC		ENI	2	US	1	238	017	N38590000	38.983333	W123370000	-123.616667	199709
AR6	N	60	KZOA	EX		ENI	2	US	1	300	061	N39480000	39.799999	W124090000	-124.150000	199511
AR6	S	10	KZOA	IP		ENI	2	US	1	300	061	N39480000	39.800000	W124090000	-124.150000	200406
AR6	S	20	KZOA	CP		ENI	2	US	1	238	017	N38590000	38.983333	W123370000	-123.616667	200406
AR6	S	30	KZOA	NC		ENI	2	US	1	156	049	N38140000	38.233333	W123070000	-123.116667	200406
